"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-116.98","51.30","GOLDEN A","1173209","2019-04-01 00:00","2019","04","01","00:00"
"-116.98","51.30","GOLDEN A","1173209","2019-04-01 01:00","2019","04","01","01:00"
"-116.98","51.30","GOLDEN A","1173209","2019-04-01 02:00","2019","04","01","02:00"
"-116.98","51.30","GOLDEN A","1173209","2019-04-01 03:00","2019","04","01","03:00"
"-116.98","51.30","GOLDEN A","1173209","2019-04-01 04:00","2019","04","01","04:00"
"-116.98","51.30","GOLDEN A","1173209","2019-04-01 05:00","2019","04","01","05:00","-2.4","","-3.3","","93","","","","33","","3","","32.2","","93.09","","","","-4","","Mainly Clear"
"-116.98","51.30","GOLDEN A","1173209","2019-04-01 06:00","2019","04","01","06:00","-3.3","","-4.1","","94","","","","29","","7","","32.2","","93.13","","","","-6","","NA"
"-116.98","51.30","GOLDEN A","1173209","2019-04-01 07:00","2019","04","01","07:00","-3.5","","-4.1","","96","","","","36","","2","","32.2","","93.14","","","","-4","","NA"
"-116.98","51.30","GOLDEN A","1173209","2019-04-01 08:00","2019","04","01","08:00","-1.3","","-2.7","","90","","","","28","","8","","32.2","","93.15","","","","-4","","Mainly Clear"
"-116.98","51.30","GOLDEN A","1173209","2019-04-01 09:00","2019","04","01","09:00","-0.9","","-2.3","","91","","","","30","","7","","32.2","","93.12","","","","-3","","NA"
"-116.98","51.30","GOLDEN A","1173209","2019-04-01 10:00","2019","04","01","10:00","3.9","","-1.4","","68","","","","29","","7","","32.2","","93.04","","","","","","NA"
"-116.98","51.30","GOLDEN A","1173209","2019-04-01 11:00","2019","04","01","11:00","7.6","","-2.9","","47","","","","31","","14","","32.2","","92.97","","","","","","Mainly Clear"
"-116.98","51.30","GOLDEN A","1173209","2019-04-01 12:00","2019","04","01","12:00","9.9","","-5.5","","33","","","","33","","15","","32.2","","92.88","","","","","","NA"
"-116.98","51.30","GOLDEN A","1173209","2019-04-01 13:00","2019","04","01","13:00","11.7","","-4.6","","32","","","","28","","14","","32.2","","92.81","","","","","","NA"
"-116.98","51.30","GOLDEN A","1173209","2019-04-01 14:00","2019","04","01","14:00","12.4","","-5.5","","28","","","","31","","16","","32.2","","92.73","","","","","","Mainly Clear"
"-116.98","51.30","GOLDEN A","1173209","2019-04-01 15:00","2019","04","01","15:00","12.8","","-8.3","","22","","","","32","","10","","32.2","","92.67","","","","","","NA"
"-116.98","51.30","GOLDEN A","1173209","2019-04-01 16:00","2019","04","01","16:00","12.8","","-8.7","","21","","","","32","","17","","32.2","","92.62","","","","","","NA"
"-116.98","51.30","GOLDEN A","1173209","2019-04-01 17:00","2019","04","01","17:00","12.6","","-8.4","","22","","","","32","","13","","32.2","","92.58","","","","","","Mainly Clear"
