"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-124.50","49.83","POWELL RIVER A","1046395","2019-04-01 00:00","2019","04","01","00:00"
"-124.50","49.83","POWELL RIVER A","1046395","2019-04-01 01:00","2019","04","01","01:00"
"-124.50","49.83","POWELL RIVER A","1046395","2019-04-01 02:00","2019","04","01","02:00"
"-124.50","49.83","POWELL RIVER A","1046395","2019-04-01 03:00","2019","04","01","03:00"
"-124.50","49.83","POWELL RIVER A","1046395","2019-04-01 04:00","2019","04","01","04:00"
"-124.50","49.83","POWELL RIVER A","1046395","2019-04-01 05:00","2019","04","01","05:00","2.0","","1.2","","95","","","","8","","3","","24.1","","100.47","","","","","","NA"
"-124.50","49.83","POWELL RIVER A","1046395","2019-04-01 06:00","2019","04","01","06:00","1.3","","0.7","","96","","","","8","","4","","48.3","","100.46","","","","","","NA"
"-124.50","49.83","POWELL RIVER A","1046395","2019-04-01 07:00","2019","04","01","07:00","2.5","","1.7","","94","","","","36","","3","","48.3","","100.46","","","","","","Mainly Clear"
"-124.50","49.83","POWELL RIVER A","1046395","2019-04-01 08:00","2019","04","01","08:00","8.1","","2.6","","68","","","","27","","8","","48.3","","100.44","","","","","","NA"
"-124.50","49.83","POWELL RIVER A","1046395","2019-04-01 09:00","2019","04","01","09:00","9.9","","3.8","","65","","","","28","","9","","48.3","","100.41","","","","","","NA"
"-124.50","49.83","POWELL RIVER A","1046395","2019-04-01 10:00","2019","04","01","10:00","10.8","","3.6","","61","","","","28","","10","","48.3","","100.38","","","","","","Clear"
