"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-01 00:00","2018","04","01","00:00"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-01 01:00","2018","04","01","01:00"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-01 02:00","2018","04","01","02:00"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-01 03:00","2018","04","01","03:00"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-01 04:00","2018","04","01","04:00","-13.9","","-16.9","","78","","","","26","","11","","24.1","","92.88","","","","-20","","Mainly Clear"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-01 05:00","2018","04","01","05:00","-14.4","","-17.5","","77","","","","25","","7","","24.1","","92.83","","","","-19","","Mainly Clear"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-01 06:00","2018","04","01","06:00","-16.0","","-18.4","","82","","","","31","","9","","24.1","","92.79","","","","-22","","Mainly Clear"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-01 07:00","2018","04","01","07:00","-13.5","","-18.0","","69","","","","35","","7","","24.1","","92.77","","","","-18","","Mainly Clear"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-01 08:00","2018","04","01","08:00","-11.1","","-17.8","","58","","","","2","","6","","24.1","","92.72","","","","-15","","Mainly Clear"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-01 09:00","2018","04","01","09:00","-8.6","","-17.7","","48","","","","3","","7","","24.1","","92.69","","","","-12","","Mostly Cloudy"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-01 10:00","2018","04","01","10:00","-7.5","","-17.5","","45","","","","12","","6","","24.1","","92.66","","","","-11","","Mainly Clear"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-01 11:00","2018","04","01","11:00"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-01 12:00","2018","04","01","12:00"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-01 13:00","2018","04","01","13:00","-5.6","","-12.0","","61","","","","8","","6","","24.1","","92.52","","","","-8","","Cloudy"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-01 14:00","2018","04","01","14:00","-5.0","","-14.6","","47","","","","14","","7","","24.1","","92.46","","","","-8","","Cloudy"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-01 15:00","2018","04","01","15:00","-4.4","","-13.6","","49","","","","9","","9","","24.1","","92.40","","","","-8","","Cloudy"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-01 16:00","2018","04","01","16:00","-4.9","","-14.9","","45","","","","10","","7","","24.1","","92.37","","","","-8","","Cloudy"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-01 17:00","2018","04","01","17:00","-4.9","","-15.4","","44","","","","10","","7","","24.1","","92.37","","","","-8","","Cloudy"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-01 18:00","2018","04","01","18:00","-5.7","","-14.8","","49","","","","10","","6","","24.1","","92.36","","","","-9","","Mostly Cloudy"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-01 19:00","2018","04","01","19:00","-6.5","","-15.7","","48","","","","","","0","","24.1","","92.36","","","","","","Mainly Clear"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-01 20:00","2018","04","01","20:00"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-01 21:00","2018","04","01","21:00"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-01 22:00","2018","04","01","22:00"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-01 23:00","2018","04","01","23:00"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-02 00:00","2018","04","02","00:00"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-02 01:00","2018","04","02","01:00"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-02 02:00","2018","04","02","02:00"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-02 03:00","2018","04","02","03:00"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-02 04:00","2018","04","02","04:00","-11.6","","-18.0","","59","","","","29","","9","","24.1","","92.33","","","","-17","","Mainly Clear"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-02 05:00","2018","04","02","05:00","-10.9","","-18.7","","53","","","","30","","11","","24.1","","92.34","","","","-17","","Mainly Clear"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-02 06:00","2018","04","02","06:00","-11.7","","-19.3","","53","","","","31","","13","","24.1","","92.35","","","","-18","","Mainly Clear"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-02 07:00","2018","04","02","07:00","-10.9","","-18.1","","55","","","","32","","9","","24.1","","92.41","","","","-16","","Mainly Clear"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-02 08:00","2018","04","02","08:00","-12.5","","-18.8","","59","","","","25","","6","","24.1","","92.46","","","","-16","","Mainly Clear"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-02 09:00","2018","04","02","09:00","-9.4","","-17.9","","50","","","","29","","9","","24.1","","92.50","","","","-14","","Mainly Clear"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-02 10:00","2018","04","02","10:00","-7.2","","-16.9","","46","","","","30","","6","","24.1","","92.54","","","","-10","","Mainly Clear"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-02 11:00","2018","04","02","11:00"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-02 12:00","2018","04","02","12:00"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-02 13:00","2018","04","02","13:00","-4.3","","-12.5","","53","","","","30","","9","","24.1","","92.62","","","","-8","","Mainly Clear"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-02 14:00","2018","04","02","14:00","-3.8","","-12.6","","50","","","","2","","11","","24.1","","92.62","","","","-8","","Mainly Clear"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-02 15:00","2018","04","02","15:00","-2.9","","-12.0","","49","","","","29","","9","","24.1","","92.62","","","","-6","","Mainly Clear"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-02 16:00","2018","04","02","16:00","-2.8","","-14.5","","40","","","","36","","9","","24.1","","92.61","","","","-6","","Mainly Clear"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-02 17:00","2018","04","02","17:00","-2.9","","-13.3","","45","","","","34","","6","","24.1","","92.62","","","","-5","","Mainly Clear"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-02 18:00","2018","04","02","18:00","-5.2","","-13.1","","54","","","","6","","9","","24.1","","92.63","","","","-9","","Mainly Clear"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-02 19:00","2018","04","02","19:00","-6.7","","-13.7","","57","","","","9","","7","","24.1","","92.68","","","","-10","","Mainly Clear"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-02 20:00","2018","04","02","20:00"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-02 21:00","2018","04","02","21:00"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-02 22:00","2018","04","02","22:00"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-02 23:00","2018","04","02","23:00"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-03 00:00","2018","04","03","00:00"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-03 01:00","2018","04","03","01:00"
"-114.11","53.55","EDMONTON STONY PLAIN","301222F","2018-04-03 02:00","2018","04","03","02:00"
