"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-01 00:00","2018","03","01","00:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-01 01:00","2018","03","01","01:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-01 02:00","2018","03","01","02:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-01 03:00","2018","03","01","03:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-01 04:00","2018","03","01","04:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-01 05:00","2018","03","01","05:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-01 06:00","2018","03","01","06:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-01 07:00","2018","03","01","07:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-01 08:00","2018","03","01","08:00","-0.3","","-0.5","","98","","","","14","","4","","3.2","","","M","","","-2","","Snow"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-01 09:00","2018","03","01","09:00","0.3","","0.0","","98","","","","14","","4","","0.8","","","M","","","","","Moderate Snow"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-01 10:00","2018","03","01","10:00","1.1","","-0.7","","87","","","","","","0","","6.4","","","M","","","","","Snow"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-01 11:00","2018","03","01","11:00","1.0","","-0.1","","92","","","","14","","4","","1.6","","","M","","","","","Snow"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-01 12:00","2018","03","01","12:00","1.7","","0.4","","91","","","","","","0","","11.3","","","M","","","","","NA"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-01 13:00","2018","03","01","13:00","1.3","","0.1","","91","","","","14","","5","","11.3","","","M","","","","","Cloudy"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-01 14:00","2018","03","01","14:00","1.3","","0.7","","95","","","","32","","5","","3.2","","","M","","","","","Snow"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-01 15:00","2018","03","01","15:00","1.3","","0.5","","94","","","","32","","9","","6.4","","","M","","","","","Snow"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-01 16:00","2018","03","01","16:00","0.9","","0.6","","98","","","","32","","9","","8.1","","","M","","","","","Snow"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-01 17:00","2018","03","01","17:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-01 18:00","2018","03","01","18:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-01 19:00","2018","03","01","19:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-01 20:00","2018","03","01","20:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-01 21:00","2018","03","01","21:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-01 22:00","2018","03","01","22:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-01 23:00","2018","03","01","23:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-02 00:00","2018","03","02","00:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-02 01:00","2018","03","02","01:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-02 02:00","2018","03","02","02:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-02 03:00","2018","03","02","03:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-02 04:00","2018","03","02","04:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-02 05:00","2018","03","02","05:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-02 06:00","2018","03","02","06:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-02 07:00","2018","03","02","07:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-02 08:00","2018","03","02","08:00","-2.8","","-3.1","","98","","","","","","0","","16.1","","","M","","","","","NA"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-02 09:00","2018","03","02","09:00","-1.9","","-2.0","","99","","","","","","0","","2.4","","","M","","","","","Snow"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-02 10:00","2018","03","02","10:00","-1.3","","-1.5","","98","","","","","","0","","6.4","","","M","","","","","Snow"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-02 11:00","2018","03","02","11:00","-0.6","","-1.2","","95","","","","32","","5","","3.2","","","M","","","-2","","Snow"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-02 12:00","2018","03","02","12:00","0.5","","-0.9","","90","","","","32","","9","","2.4","","","M","","","","","Snow"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-02 13:00","2018","03","02","13:00","1.2","","0.1","","92","","","","32","","15","","1.6","","","M","","","","","Snow"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-02 14:00","2018","03","02","14:00","-0.1","","-0.4","","98","","","","32","","9","","1.2","","","M","","","-3","","Snow"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-02 15:00","2018","03","02","15:00","-0.7","","-0.8","","99","","","","32","","15","","0.8","","","M","","","-5","","Moderate Snow"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-02 16:00","2018","03","02","16:00","-0.9","","-1.0","","99","","","","32","","15","","1.2","","","M","","","-6","","Snow"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-02 17:00","2018","03","02","17:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-02 18:00","2018","03","02","18:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-02 19:00","2018","03","02","19:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-02 20:00","2018","03","02","20:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-02 21:00","2018","03","02","21:00"
"-121.24","49.28","HOPE SLIDE A","1113582","2018-03-02 22:00","2018","03","02","22:00"
