"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-126.60","52.39","BELLA COOLA A","1060845","2018-04-01 00:00","2018","04","01","00:00"
"-126.60","52.39","BELLA COOLA A","1060845","2018-04-01 01:00","2018","04","01","01:00"
"-126.60","52.39","BELLA COOLA A","1060845","2018-04-01 02:00","2018","04","01","02:00"
"-126.60","52.39","BELLA COOLA A","1060845","2018-04-01 03:00","2018","04","01","03:00"
"-126.60","52.39","BELLA COOLA A","1060845","2018-04-01 04:00","2018","04","01","04:00"
"-126.60","52.39","BELLA COOLA A","1060845","2018-04-01 05:00","2018","04","01","05:00","1.0","","0.7","","98","","","","6","","6","","16.1","","100.99","","","","","","Rain"
"-126.60","52.39","BELLA COOLA A","1060845","2018-04-01 06:00","2018","04","01","06:00","1.0","","0.8","","98","","","","8","","4","","6.4","","100.96","","","","","","Rain,Fog"
"-126.60","52.39","BELLA COOLA A","1060845","2018-04-01 07:00","2018","04","01","07:00","1.5","","1.1","","97","","","","0","","1","","6.4","","100.93","","","","","","Rain,Fog"
"-126.60","52.39","BELLA COOLA A","1060845","2018-04-01 08:00","2018","04","01","08:00","2.6","","1.7","","94","","","","23","","3","","6.4","","100.91","","","","","","Fog"
"-126.60","52.39","BELLA COOLA A","1060845","2018-04-01 09:00","2018","04","01","09:00","3.7","","-2.0","","66","","","","4","","5","","6.4","","100.92","","","","","","Fog"
"-126.60","52.39","BELLA COOLA A","1060845","2018-04-01 10:00","2018","04","01","10:00","4.9","","-4.0","","52","","","","11","","6","","24.1","","100.92","","","","","","Mostly Cloudy"
"-126.60","52.39","BELLA COOLA A","1060845","2018-04-01 11:00","2018","04","01","11:00","4.9","","-5.5","","47","","","","8","","11","","24.1","","100.92","","","","","","NA"
"-126.60","52.39","BELLA COOLA A","1060845","2018-04-01 12:00","2018","04","01","12:00","5.9","","-6.8","","40","","","","11","","8","","24.1","","100.91","","","","","","NA"
"-126.60","52.39","BELLA COOLA A","1060845","2018-04-01 13:00","2018","04","01","13:00","7.1","","-6.8","","37","","","","8","","11","","24.1","","100.88","","","","","","Mostly Cloudy"
"-126.60","52.39","BELLA COOLA A","1060845","2018-04-01 14:00","2018","04","01","14:00","7.3","","-7.0","","35","","","","8","","15","","24.1","","100.88","","","","","","NA"
"-126.60","52.39","BELLA COOLA A","1060845","2018-04-01 15:00","2018","04","01","15:00","7.3","","-8.2","","32","","","","13","","14","","24.1","","100.86","","","","","","NA"
"-126.60","52.39","BELLA COOLA A","1060845","2018-04-01 16:00","2018","04","01","16:00","7.3","","-8.5","","32","","","","13","","11","","24.1","","100.85","","","","","","Mostly Cloudy"
"-126.60","52.39","BELLA COOLA A","1060845","2018-04-01 17:00","2018","04","01","17:00","6.8","","-8.5","","33","","","","9","","10","","24.1","","100.86","","","","","","NA"
"-126.60","52.39","BELLA COOLA A","1060845","2018-04-01 18:00","2018","04","01","18:00"
"-126.60","52.39","BELLA COOLA A","1060845","2018-04-01 19:00","2018","04","01","19:00"
