"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-01 00:00","2018","04","01","00:00","-17.1","","-21.0","","72","","","M","27","","5","","","M","100.47","","","","-21","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-01 01:00","2018","04","01","01:00","-14.2","","-19.6","","65","","","M","30","","7","","","M","100.45","","","","-19","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-01 02:00","2018","04","01","02:00","-16.2","","-20.3","","71","","","M","32","","9","","","M","100.43","","","","-22","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-01 03:00","2018","04","01","03:00","-18.0","","-21.3","","75","","","M","31","","7","","","M","100.42","","","","-23","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-01 04:00","2018","04","01","04:00","-20.9","","-23.2","","82","","","M","29","","3","","","M","100.37","","","","-24","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-01 05:00","2018","04","01","05:00","-22.3","","-24.6","","81","","","M","26","","3","","","M","100.34","","","","-25","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-01 06:00","2018","04","01","06:00","-22.4","","-24.6","","83","","","M","32","","7","","","M","100.32","","","","-28","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-01 07:00","2018","04","01","07:00","-20.0","","-21.9","","85","","","M","32","","8","","","M","100.30","","","","-26","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-01 08:00","2018","04","01","08:00","-18.8","","-21.0","","83","","","M","32","","9","","","M","100.30","","","","-25","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-01 09:00","2018","04","01","09:00","-17.1","","-20.1","","78","","","M","31","","12","","","M","100.29","","","","-25","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-01 10:00","2018","04","01","10:00","-15.2","","-19.7","","68","","","M","32","","13","","","M","100.30","","","","-23","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-01 11:00","2018","04","01","11:00","-13.7","","-19.0","","65","","","M","31","","16","","","M","100.31","","","","-22","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-01 12:00","2018","04","01","12:00","-12.1","","-18.1","","62","","","M","31","","14","","","M","100.28","","","","-19","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-01 13:00","2018","04","01","13:00","-11.3","","-17.0","","63","","","M","33","","11","","","M","100.27","","","","-17","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-01 14:00","2018","04","01","14:00","-10.6","","-14.7","","72","","","M","33","","13","","","M","100.24","","","","-17","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-01 15:00","2018","04","01","15:00","-9.8","","-14.2","","71","","","M","33","","14","","","M","100.21","","","","-16","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-01 16:00","2018","04","01","16:00","-9.8","","-14.0","","71","","","M","1","","7","","","M","100.19","","","","-14","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-01 17:00","2018","04","01","17:00","-9.5","","-14.8","","66","","","M","33","","9","","","M","100.17","","","","-14","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-01 18:00","2018","04","01","18:00","-9.9","","-15.4","","65","","","M","9","","4","","","M","100.16","","","","-12","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-01 19:00","2018","04","01","19:00","-11.0","","-15.5","","69","","","M","7","","3","","","M","100.15","","","","-13","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-01 20:00","2018","04","01","20:00","-14.9","","-17.4","","81","","","M","7","","5","","","M","100.15","","","","-18","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-01 21:00","2018","04","01","21:00","-15.3","","-17.1","","86","","","M","14","","4","","","M","100.13","","","","-18","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-01 22:00","2018","04","01","22:00","-16.7","","-18.9","","83","","","M","16","","3","","","M","100.12","","","","-19","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-01 23:00","2018","04","01","23:00","-15.7","","-18.3","","81","","","M","15","","3","","","M","100.12","","","","-18","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-02 00:00","2018","04","02","00:00","-15.1","","-17.6","","82","","","M","11","","3","","","M","100.13","","","","-17","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-02 01:00","2018","04","02","01:00","-13.6","","-16.7","","78","","","M","15","","5","","","M","100.12","","","","-17","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-02 02:00","2018","04","02","02:00","-13.6","","-16.7","","78","","","M","14","","4","","","M","100.15","","","","-16","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-02 03:00","2018","04","02","03:00","-13.5","","-16.5","","78","","","M","11","","5","","","M","100.12","","","","-17","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-02 04:00","2018","04","02","04:00","-13.4","","-16.4","","78","","","M","9","","3","","","M","100.12","","","","-15","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-02 05:00","2018","04","02","05:00","-13.6","","-16.7","","78","","","M","8","","6","","","M","100.11","","","","-18","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-02 06:00","2018","04","02","06:00","-13.5","","-16.2","","80","","","M","11","","4","","","M","100.11","","","","-16","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-02 07:00","2018","04","02","07:00","-13.2","","-15.3","","84","","","M","7","","8","","","M","100.14","","","","-18","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-02 08:00","2018","04","02","08:00","-12.3","","-14.5","","84","","","M","5","","8","","","M","100.21","","","","-17","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-02 09:00","2018","04","02","09:00","-13.0","","-15.5","","81","","","M","2","","10","","","M","100.28","","","","-19","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-02 10:00","2018","04","02","10:00","-13.9","","-17.2","","76","","","M","6","","12","","","M","100.37","","","","-21","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-02 11:00","2018","04","02","11:00","-15.4","","-19.2","","73","","","M","7","","13","","","M","100.45","","","","-23","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-02 12:00","2018","04","02","12:00","-14.8","","-19.1","","70","","","M","9","","10","","","M","100.47","","","","-21","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-02 13:00","2018","04","02","13:00","-14.8","","-20.6","","62","","","M","8","","9","","","M","100.52","","","","-21","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-02 14:00","2018","04","02","14:00","-13.4","","-21.4","","52","","","M","4","","10","","","M","100.55","","","","-19","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-02 15:00","2018","04","02","15:00","-15.3","","-21.8","","58","","","M","4","","13","","","M","100.62","","","","-23","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-02 16:00","2018","04","02","16:00","-15.8","","-21.5","","62","","","M","8","","16","","","M","100.64","","","","-24","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-02 17:00","2018","04","02","17:00","-15.1","","-22.4","","54","","","M","6","","14","","","M","100.65","","","","-23","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-02 18:00","2018","04","02","18:00"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-02 19:00","2018","04","02","19:00"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-02 20:00","2018","04","02","20:00"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-02 21:00","2018","04","02","21:00"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-02 22:00","2018","04","02","22:00"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-02 23:00","2018","04","02","23:00"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-03 00:00","2018","04","03","00:00"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-03 01:00","2018","04","03","01:00"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-03 02:00","2018","04","03","02:00"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-03 03:00","2018","04","03","03:00"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-03 04:00","2018","04","03","04:00"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-03 05:00","2018","04","03","05:00"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-03 06:00","2018","04","03","06:00"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-03 07:00","2018","04","03","07:00","-26.9","","-29.8","","77","","","M","31","","8","","","M","100.88","","","","-34","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-03 08:00","2018","04","03","08:00","-23.8","","-26.5","","79","","","M","31","","11","","","M","100.90","","","","-32","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-03 09:00","2018","04","03","09:00","-20.6","","-24.0","","75","","","M","31","","13","","","M","100.89","","","","-29","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-03 10:00","2018","04","03","10:00","-18.2","","-23.5","","64","","","M","32","","10","","","M","100.89","","","","-25","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-03 11:00","2018","04","03","11:00","-16.7","","-22.3","","62","","","M","32","","13","","","M","100.86","","","","-24","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-03 12:00","2018","04","03","12:00","-15.6","","-21.1","","63","","","M","32","","22","","","M","100.87","","","","-25","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-03 13:00","2018","04","03","13:00","-14.3","","-19.6","","65","","","M","32","","21","","","M","100.86","","","","-24","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-03 14:00","2018","04","03","14:00","-13.6","","-19.3","","63","","","M","32","","25","","","M","100.85","","","","-23","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-03 15:00","2018","04","03","15:00","-13.3","","-19.1","","62","","","M","32","","18","","","M","100.85","","","","-22","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-03 16:00","2018","04","03","16:00","-12.9","","-19.0","","61","","","M","32","","14","","","M","100.83","","","","-20","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-03 17:00","2018","04","03","17:00","-12.9","","-19.5","","58","","","M","32","","13","","","M","100.80","","","","-20","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-03 18:00","2018","04","03","18:00","-13.4","","-20.2","","57","","","M","32","","13","","","M","100.76","","","","-20","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-03 19:00","2018","04","03","19:00","-14.1","","-20.9","","57","","","M","33","","14","","","M","100.72","","","","-22","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-03 20:00","2018","04","03","20:00","-19.7","","-24.1","","68","","","M","34","","9","","","M","100.71","","","","-26","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-03 21:00","2018","04","03","21:00","-17.1","","-23.4","","59","","","M","34","","9","","","M","100.72","","","","-23","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-03 22:00","2018","04","03","22:00","-18.0","","-24.4","","58","","","M","33","","17","","","M","100.70","","","","-27","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-03 23:00","2018","04","03","23:00","-20.2","","-25.8","","62","","","M","31","","11","","","M","100.68","","","","-28","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-04 00:00","2018","04","04","00:00","-19.1","","-24.7","","62","","","M","31","","21","","","M","100.68","","","","-30","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-04 01:00","2018","04","04","01:00","-19.8","","-24.7","","66","","","M","31","","22","","","M","100.69","","","","-31","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-04 02:00","2018","04","04","02:00","-19.5","","-24.1","","67","","","M","31","","25","","","M","100.68","","","","-31","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-04 03:00","2018","04","04","03:00","-19.9","","-23.4","","74","","","M","30","","22","","","M","100.70","","","","-31","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-04 04:00","2018","04","04","04:00","-19.8","","-23.0","","76","","","M","30","","23","","","M","100.70","","","","-31","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-04 05:00","2018","04","04","05:00","-19.1","","-22.2","","77","","","M","30","","25","","","M","100.68","","","","-30","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-04 06:00","2018","04","04","06:00","-19.1","","-21.9","","79","","","M","30","","24","","","M","100.68","","","","-30","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-04 07:00","2018","04","04","07:00","-18.7","","-21.7","","78","","","M","30","","24","","","M","100.69","","","","-30","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-04 08:00","2018","04","04","08:00","-18.5","","-21.3","","78","","","M","30","","22","","","M","100.71","","","","-29","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-04 09:00","2018","04","04","09:00","-17.5","","-20.3","","79","","","M","30","","24","","","M","100.72","","","","-28","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-04 10:00","2018","04","04","10:00","-16.6","","-19.6","","78","","","M","31","","28","","","M","100.76","","","","-28","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-04 11:00","2018","04","04","11:00","-16.2","","-19.6","","75","","","M","31","","30","","","M","100.80","","","","-28","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-04 12:00","2018","04","04","12:00","-15.7","","-19.0","","76","","","M","31","","27","","","M","100.85","","","","-26","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-04 13:00","2018","04","04","13:00","-15.2","","-18.5","","77","","","M","31","","27","","","M","100.91","","","","-26","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-04 14:00","2018","04","04","14:00","-15.0","","-18.1","","77","","","M","32","","28","","","M","100.97","","","","-26","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-04 15:00","2018","04","04","15:00","-14.3","","-17.2","","79","","","M","31","","27","","","M","101.01","","","","-25","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-04 16:00","2018","04","04","16:00","-14.3","","-17.0","","80","","","M","31","","27","","","M","101.06","","","","-25","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-04 17:00","2018","04","04","17:00","-14.0","","-16.8","","80","","","M","31","","22","","","M","101.09","","","","-23","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-04 18:00","2018","04","04","18:00","-13.7","","-17.2","","75","","","M","32","","17","","","M","101.14","","","","-22","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-04 19:00","2018","04","04","19:00","-13.7","","-16.9","","77","","","M","30","","19","","","M","101.17","","","","-22","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-04 20:00","2018","04","04","20:00","-14.8","","-17.7","","79","","","M","31","","22","","","M","101.19","","","","-24","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-04 21:00","2018","04","04","21:00","-16.4","","-19.6","","76","","","M","32","","21","","","M","101.24","","","","-26","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-04 22:00","2018","04","04","22:00","-18.1","","-21.0","","78","","","M","32","","17","","","M","101.29","","","","-27","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-04 23:00","2018","04","04","23:00","-17.9","","-20.8","","78","","","M","2","","8","","","M","101.39","","","","-24","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-05 00:00","2018","04","05","00:00","-20.7","","-22.9","","83","","","M","5","","4","","","M","101.47","","","","-24","","NA"
"-115.78","60.84","HAY RIVER A","2202403","2018-04-05 01:00","2018","04","05","01:00","-22.3","","-24.6","","82","","","M","3","","4","","","M","101.55","","","","-26","","NA"
