"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-94.07","58.73","CHURCHILL CLIMATE","5060608","2019-04-01 00:00","2019","04","01","00:00","-13.0","","-15.3","","83","","0.0","","21","","14","","","","100.74","","","","-20","","NA"
"-94.07","58.73","CHURCHILL CLIMATE","5060608","2019-04-01 01:00","2019","04","01","01:00","-13.7","","-15.8","","85","","0.0","","17","","13","","","","100.63","","","","-21","","NA"
"-94.07","58.73","CHURCHILL CLIMATE","5060608","2019-04-01 02:00","2019","04","01","02:00","-12.6","","-14.5","","86","","0.0","","17","","14","","","","100.45","","","","-20","","NA"
"-94.07","58.73","CHURCHILL CLIMATE","5060608","2019-04-01 03:00","2019","04","01","03:00","-11.0","","-12.3","","90","","0.0","","16","","18","","","","100.32","","","","-19","","NA"
"-94.07","58.73","CHURCHILL CLIMATE","5060608","2019-04-01 04:00","2019","04","01","04:00","-8.7","","-9.7","","92","","0.0","","17","","20","","","","100.19","","","","-16","","NA"
"-94.07","58.73","CHURCHILL CLIMATE","5060608","2019-04-01 05:00","2019","04","01","05:00","-8.7","","-9.6","","93","","0.6","","18","","15","","","","100.04","","","","-15","","NA"
"-94.07","58.73","CHURCHILL CLIMATE","5060608","2019-04-01 06:00","2019","04","01","06:00","-8.2","","-9.1","","93","","0.3","","18","","13","","","","99.93","","","","-14","","NA"
"-94.07","58.73","CHURCHILL CLIMATE","5060608","2019-04-01 07:00","2019","04","01","07:00","-7.9","","-8.8","","93","","0.5","","17","","12","","","","99.84","","","","-13","","NA"
"-94.07","58.73","CHURCHILL CLIMATE","5060608","2019-04-01 08:00","2019","04","01","08:00","-7.1","","-8.0","","93","","0.5","","18","","8","","","","99.78","","","","-11","","NA"
"-94.07","58.73","CHURCHILL CLIMATE","5060608","2019-04-01 09:00","2019","04","01","09:00","-5.3","","-6.7","","90","","0.2","","24","","4","","","","99.69","","","","-7","","NA"
