"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-01 00:00","2018","03","01","00:00"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-01 01:00","2018","03","01","01:00"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-01 02:00","2018","03","01","02:00"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-01 03:00","2018","03","01","03:00"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-01 04:00","2018","03","01","04:00"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-01 05:00","2018","03","01","05:00","-26.3","","-29.1","","78","","","","19","","7","","24.1","","102.64","","","","-33","","NA"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-01 06:00","2018","03","01","06:00","-26.6","","-29.5","","77","","","","28","","5","","24.1","","102.67","","","","-32","","NA"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-01 07:00","2018","03","01","07:00","-26.3","","-29.1","","78","","","","25","","7","","24.1","","102.71","","","","-33","","Mainly Clear"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-01 08:00","2018","03","01","08:00","-25.6","","-28.4","","78","","","","18","","4","","24.1","","102.72","","","","-30","","NA"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-01 09:00","2018","03","01","09:00","-24.7","","-27.5","","78","","","","11","","5","","24.1","","102.73","","","","-30","","NA"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-01 10:00","2018","03","01","10:00","-25.3","","-28.1","","78","","","","0","","1","","24.1","","102.78","","","","-26","","Mainly Clear"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-01 11:00","2018","03","01","11:00","-23.4","","-26.2","","78","","","","7","","5","","24.1","","102.77","","","","-28","","NA"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-01 12:00","2018","03","01","12:00","-23.2","","-26.1","","77","","","","5","","4","","24.1","","102.79","","","","-27","","NA"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-01 13:00","2018","03","01","13:00","-27.4","","-30.5","","75","","","","36","","3","","24.1","","102.80","","","","-31","","Mostly Cloudy"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-01 14:00","2018","03","01","14:00","-22.7","","-25.6","","78","","","","29","","4","","0.2","","102.84","","","","-26","","Freezing Fog"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-01 15:00","2018","03","01","15:00","-23.6","","-26.6","","77","","","","28","","3","","0.2","","102.86","","","","-26","","Freezing Fog"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-01 16:00","2018","03","01","16:00","-24.6","","-27.2","","80","","","","28","","6","","0.2","","102.88","","","","-30","","Freezing Fog"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-01 17:00","2018","03","01","17:00","-26.3","","-29.3","","77","","","","28","","8","","0.2","","102.91","","","","-34","","Freezing Fog"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-01 18:00","2018","03","01","18:00","-25.6","","-28.5","","78","","","","36","","3","","1.2","","102.91","","","","-29","","Fog"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-01 19:00","2018","03","01","19:00","-28.4","","-31.6","","75","","","","27","","10","","0.8","","102.93","","","","-37","","Freezing Fog"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-01 20:00","2018","03","01","20:00"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-01 21:00","2018","03","01","21:00"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-01 22:00","2018","03","01","22:00"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-01 23:00","2018","03","01","23:00"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-02 00:00","2018","03","02","00:00"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-02 01:00","2018","03","02","01:00"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-02 02:00","2018","03","02","02:00"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-02 03:00","2018","03","02","03:00"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-02 04:00","2018","03","02","04:00"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-02 05:00","2018","03","02","05:00"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-02 06:00","2018","03","02","06:00","-24.9","","-27.7","","78","","","","26","","12","","19.3","","103.35","","","","-34","","NA"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-02 07:00","2018","03","02","07:00","-24.8","","-27.6","","78","","","","27","","15","","19.3","","103.40","","","","-35","","Mainly Clear"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-02 08:00","2018","03","02","08:00","-25.3","","-28.1","","78","","","","26","","16","","19.3","","103.46","","","","-36","","NA"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-02 09:00","2018","03","02","09:00","-24.3","","-27.1","","78","","","","29","","16","","19.3","","103.52","","","","-35","","NA"
"-81.82","69.36","IGLOOLIK A","2402541","2018-03-02 10:00","2018","03","02","10:00","-24.1","","-27.0","","78","","","","28","","13","","19.3","","103.58","","","","-33","","Mainly Clear"
