"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-120.51","49.47","PRINCETON A","1126511","2019-04-01 00:00","2019","04","01","00:00"
"-120.51","49.47","PRINCETON A","1126511","2019-04-01 01:00","2019","04","01","01:00"
"-120.51","49.47","PRINCETON A","1126511","2019-04-01 02:00","2019","04","01","02:00"
"-120.51","49.47","PRINCETON A","1126511","2019-04-01 03:00","2019","04","01","03:00"
"-120.51","49.47","PRINCETON A","1126511","2019-04-01 04:00","2019","04","01","04:00"
"-120.51","49.47","PRINCETON A","1126511","2019-04-01 05:00","2019","04","01","05:00","-3.5","","-4.8","","90","","","","36","","1","","40.2","","94.11","","","","-4","","NA"
"-120.51","49.47","PRINCETON A","1126511","2019-04-01 06:00","2019","04","01","06:00","-3.7","","-5.0","","91","","","","36","","3","","40.2","","94.13","","","","-5","","NA"
"-120.51","49.47","PRINCETON A","1126511","2019-04-01 07:00","2019","04","01","07:00","-1.3","","-3.5","","85","","","","36","","2","","40.2","","94.15","","","","-2","","Clear"
"-120.51","49.47","PRINCETON A","1126511","2019-04-01 08:00","2019","04","01","08:00","1.1","","-2.9","","75","","","","12","","3","","40.2","","94.10","","","","","","NA"
"-120.51","49.47","PRINCETON A","1126511","2019-04-01 09:00","2019","04","01","09:00","4.1","","-2.0","","65","","","","36","","1","","40.2","","94.03","","","","","","NA"
"-120.51","49.47","PRINCETON A","1126511","2019-04-01 10:00","2019","04","01","10:00","6.8","","-1.9","","54","","","","26","","3","","40.2","","93.95","","","","","","Clear"
"-120.51","49.47","PRINCETON A","1126511","2019-04-01 11:00","2019","04","01","11:00","9.9","","-1.2","","46","","","","0","","1","","40.2","","93.85","","","","","","NA"
"-120.51","49.47","PRINCETON A","1126511","2019-04-01 12:00","2019","04","01","12:00","13.6","","-2.8","","32","","","","5","","7","","40.2","","93.74","","","","","","NA"
"-120.51","49.47","PRINCETON A","1126511","2019-04-01 13:00","2019","04","01","13:00","15.4","","-6.2","","22","","","","8","","8","","40.2","","93.65","","","","","","Mainly Clear"
"-120.51","49.47","PRINCETON A","1126511","2019-04-01 14:00","2019","04","01","14:00","15.4","","-6.1","","22","","","","19","","3","","40.2","","93.56","","","","","","NA"
"-120.51","49.47","PRINCETON A","1126511","2019-04-01 15:00","2019","04","01","15:00","15.8","","-8.1","","19","","","","36","","9","","40.2","","93.52","","","","","","NA"
"-120.51","49.47","PRINCETON A","1126511","2019-04-01 16:00","2019","04","01","16:00","15.7","","-8.2","","19","","","","36","","10","","40.2","","93.47","","","","","","Clear"
"-120.51","49.47","PRINCETON A","1126511","2019-04-01 17:00","2019","04","01","17:00","15.0","","-8.3","","19","","","","36","","10","","40.2","","93.43","","","","","","NA"
"-120.51","49.47","PRINCETON A","1126511","2019-04-01 18:00","2019","04","01","18:00"
"-120.51","49.47","PRINCETON A","1126511","2019-04-01 19:00","2019","04","01","19:00"
"-120.51","49.47","PRINCETON A","1126511","2019-04-01 20:00","2019","04","01","20:00"
"-120.51","49.47","PRINCETON A","1126511","2019-04-01 21:00","2019","04","01","21:00"
"-120.51","49.47","PRINCETON A","1126511","2019-04-01 22:00","2019","04","01","22:00"
"-120.51","49.47","PRINCETON A","1126511","2019-04-01 23:00","2019","04","01","23:00"
"-120.51","49.47","PRINCETON A","1126511","2019-04-02 00:00","2019","04","02","00:00"
