"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-23 07:00","2019","01","23","07:00","-4.6","","-7.7","","79","","0.0","","25","","5","","","","102.08","","","","-7","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-23 08:00","2019","01","23","08:00","-4.6","","-7.7","","79","","0.0","","27","","9","","","","102.15","","","","-8","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-23 09:00","2019","01","23","09:00","-5.4","","-8.4","","80","","0.0","","24","","11","","","","102.18","","","","-10","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-23 10:00","2019","01","23","10:00","-4.7","","-8.8","","73","","0.0","","28","","9","","","","102.23","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-23 11:00","2019","01","23","11:00","-3.4","","-8.4","","68","","0.0","","30","","14","","","","102.23","","","","-8","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-23 12:00","2019","01","23","12:00","-3.2","","-8.1","","69","","0.0","","30","","12","","","","102.21","","","","-8","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-23 13:00","2019","01","23","13:00","-3.6","","-8.1","","71","","0.0","","29","","9","","","","102.18","","","","-7","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-23 14:00","2019","01","23","14:00","-4.4","","-8.1","","75","","0.0","","25","","13","","","","102.13","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-23 15:00","2019","01","23","15:00","-4.9","","-8.0","","79","","0.0","","25","","9","","","","102.22","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-23 16:00","2019","01","23","16:00","-4.9","","-7.8","","80","","0.0","","23","","8","","","","102.29","","","","-8","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-23 17:00","2019","01","23","17:00","-4.9","","-8.0","","79","","0.0","","23","","9","","","","102.31","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-23 18:00","2019","01","23","18:00","-5.0","","-8.7","","75","","0.0","","26","","5","","","","102.30","","","","-7","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-23 19:00","2019","01","23","19:00","-4.5","","-8.3","","74","","0.0","","24","","6","","","","102.27","","","","-7","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-23 20:00","2019","01","23","20:00","-3.4","","-8.2","","69","","0.0","","21","","13","","","","102.21","","","","-8","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-23 21:00","2019","01","23","21:00","-3.0","","-6.4","","77","","0.0","","19","","17","","","","102.11","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-23 22:00","2019","01","23","22:00","-3.6","","-6.4","","81","","0.0","","18","","12","","","","102.02","","","","-8","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-23 23:00","2019","01","23","23:00","-3.0","","-4.5","","89","","0.0","","20","","12","","","","101.97","","","","-7","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-24 00:00","2019","01","24","00:00","-3.0","","-3.8","","94","","1.0","","18","","12","","","","101.89","","","","-7","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-24 01:00","2019","01","24","01:00","-2.9","","-3.7","","95","","1.5","","15","","6","","","","101.76","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-24 02:00","2019","01","24","02:00","-2.5","","-3.1","","95","","2.6","","12","","3","","","","101.61","","","","-4","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-24 03:00","2019","01","24","03:00","-1.4","","-2.1","","95","","1.4","","18","","11","","","","101.48","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-24 04:00","2019","01","24","04:00","-0.7","","-1.6","","93","","0.8","","15","","11","","","","101.32","","","","-4","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-24 05:00","2019","01","24","05:00","0.3","","-0.5","","94","","1.2","","20","","4","","","","101.15","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-24 06:00","2019","01","24","06:00","1.0","","0.5","","96","","0.6","","23","","8","","","","100.99","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-24 07:00","2019","01","24","07:00","1.5","","1.2","","98","","0.3","","24","","12","","","","100.94","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-24 08:00","2019","01","24","08:00","1.2","","0.9","","98","","0.0","","25","","9","","","","100.89","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-24 09:00","2019","01","24","09:00","1.6","","1.3","","98","","0.2","","26","","8","","","","100.87","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-24 10:00","2019","01","24","10:00","2.9","","2.6","","98","","0.2","","24","","10","","","","100.85","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-24 11:00","2019","01","24","11:00","3.5","","3.2","","98","","0.0","","23","","14","","","","100.82","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-24 12:00","2019","01","24","12:00","3.9","","3.6","","98","","0.0","","24","","12","","","","100.76","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-24 13:00","2019","01","24","13:00","4.7","","4.5","","98","","0.9","","24","","11","","","","100.67","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-24 14:00","2019","01","24","14:00","5.7","","5.5","","98","","1.7","","25","","11","","","","100.61","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-24 15:00","2019","01","24","15:00","6.7","","5.8","","94","","0.0","","21","","21","","","","100.58","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-24 16:00","2019","01","24","16:00","6.3","","5.5","","94","","0.0","","22","","18","","","","100.58","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-24 17:00","2019","01","24","17:00","5.0","","4.3","","95","","0.0","","23","","15","","","","100.60","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-24 18:00","2019","01","24","18:00","5.6","","5.2","","97","","0.0","","23","","13","","","","100.54","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-24 19:00","2019","01","24","19:00","5.9","","5.6","","98","","0.0","","22","","8","","","","100.45","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-24 20:00","2019","01","24","20:00","6.4","","6.2","","98","","0.0","","24","","10","","","","100.40","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-24 21:00","2019","01","24","21:00","4.8","","4.2","","96","","0.0","","19","","20","","","","100.24","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-24 22:00","2019","01","24","22:00","5.4","","4.8","","96","","0.0","","19","","37","","","","100.00","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-24 23:00","2019","01","24","23:00","7.5","","6.6","","94","","0.0","","18","","46","","","","99.85","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-25 00:00","2019","01","25","00:00","8.9","","7.8","","92","","0.0","","18","","63","","","","99.60","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-25 01:00","2019","01","25","01:00","8.9","","8.4","","97","","1.9","","17","","78","","","","99.20","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-25 02:00","2019","01","25","02:00","8.8","","8.3","","97","","1.3","","17","","74","","","","98.99","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-25 03:00","2019","01","25","03:00","8.2","","7.7","","96","","0.5","","20","","57","","","","99.08","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-25 04:00","2019","01","25","04:00","7.2","","6.8","","98","","0.0","","20","","41","","","","99.09","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-25 05:00","2019","01","25","05:00","8.1","","7.7","","97","","0.2","","22","","34","","","","99.12","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-25 06:00","2019","01","25","06:00","6.5","","5.8","","95","","0.0","","22","","34","","","","99.23","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-25 07:00","2019","01","25","07:00","4.5","","3.9","","96","","0.0","","22","","28","","","","99.36","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-25 08:00","2019","01","25","08:00","5.0","","4.6","","97","","0.0","","22","","27","","","","99.43","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-25 09:00","2019","01","25","09:00","5.5","","4.9","","96","","0.0","","22","","27","","","","99.58","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-25 10:00","2019","01","25","10:00","5.1","","4.4","","96","","0.0","","22","","26","","","","99.69","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-25 11:00","2019","01","25","11:00","4.5","","3.6","","94","","0.0","","22","","20","","","","99.77","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-25 12:00","2019","01","25","12:00","5.2","","4.3","","94","","0.0","","23","","16","","","","99.77","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-25 13:00","2019","01","25","13:00","4.6","","3.5","","93","","0.0","","24","","14","","","","99.83","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-25 14:00","2019","01","25","14:00","4.3","","3.4","","94","","0.0","","24","","15","","","","99.87","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-25 15:00","2019","01","25","15:00","3.4","","2.0","","90","","0.0","","22","","13","","","","99.96","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-25 16:00","2019","01","25","16:00","4.3","","0.3","","75","","0.0","","27","","8","","","","100.00","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-25 17:00","2019","01","25","17:00","3.6","","-0.5","","75","","0.0","","29","","14","","","","100.09","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-25 18:00","2019","01","25","18:00","2.7","","-1.3","","75","","0.0","","29","","12","","","","100.20","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-25 19:00","2019","01","25","19:00","2.2","","-1.7","","75","","0.0","","29","","12","","","","100.29","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-25 20:00","2019","01","25","20:00","1.4","","-3.0","","73","","0.0","","29","","12","","","","100.37","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-25 21:00","2019","01","25","21:00","0.5","","-3.7","","73","","0.0","","27","","8","","","","100.50","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-25 22:00","2019","01","25","22:00","0.1","","-4.0","","74","","0.0","","27","","12","","","","100.58","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-25 23:00","2019","01","25","23:00","-0.2","","-4.2","","74","","0.0","","29","","12","","","","100.68","","","","-4","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-26 00:00","2019","01","26","00:00","-0.7","","-5.6","","69","","0.0","","27","","9","","","","100.79","","","","-4","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-26 01:00","2019","01","26","01:00","-1.0","","-7.2","","62","","0.0","","30","","13","","","","100.90","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-26 02:00","2019","01","26","02:00","-1.5","","-8.7","","58","","0.0","","30","","9","","","","100.98","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-26 03:00","2019","01","26","03:00","-2.3","","-7.9","","65","","0.0","","27","","6","","","","101.13","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-26 04:00","2019","01","26","04:00","-2.7","","-6.7","","74","","0.0","","25","","9","","","","101.20","","","","-6","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-26 05:00","2019","01","26","05:00","-2.6","","-5.6","","80","","0.0","","25","","11","","","","101.33","","","","-7","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-26 06:00","2019","01","26","06:00","-2.1","","-6.3","","73","","0.0","","27","","8","","","","101.42","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-26 07:00","2019","01","26","07:00","-2.3","","-5.6","","78","","0.0","","33","","1","","","","101.46","","","","-3","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-26 08:00","2019","01","26","08:00","-3.4","","-5.2","","87","","0.0","","33","","5","","","","101.58","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-26 09:00","2019","01","26","09:00","-0.7","","-4.9","","73","","0.0","","23","","6","","","","101.68","","","","-3","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-26 10:00","2019","01","26","10:00","-0.8","","-7.5","","60","","0.0","","31","","9","","","","101.84","","","","-4","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-26 11:00","2019","01","26","11:00","1.0","","-6.0","","60","","0.0","","26","","9","","","","101.88","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-26 12:00","2019","01","26","12:00","0.7","","-6.7","","58","","0.0","","26","","11","","","","101.87","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-26 13:00","2019","01","26","13:00","1.0","","-7.8","","52","","0.0","","23","","22","","","","101.94","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-26 14:00","2019","01","26","14:00","0.1","","-8.4","","53","","0.0","","25","","19","","","","102.02","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-26 15:00","2019","01","26","15:00","0.1","","-9.0","","50","","0.0","","28","","9","","","","102.07","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-26 16:00","2019","01","26","16:00","-0.1","","-10.0","","47","","0.0","","31","","8","","","","102.10","","","","-3","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-26 17:00","2019","01","26","17:00","-2.1","","-11.0","","51","","0.0","","35","","3","","","","102.13","","","","-3","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-26 18:00","2019","01","26","18:00","-2.2","","-8.7","","61","","0.0","","36","","2","","","","102.24","","","","-3","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-26 19:00","2019","01","26","19:00","-1.4","","-8.1","","60","","0.0","","10","","9","","","","102.32","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-26 20:00","2019","01","26","20:00","-1.4","","-5.0","","76","","0.0","","15","","17","","","","102.36","","","","-7","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-26 21:00","2019","01","26","21:00","-1.9","","-6.0","","74","","0.0","","18","","7","","","","102.39","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-26 22:00","2019","01","26","22:00","-2.7","","-5.7","","80","","0.0","","34","","4","","","","102.38","","","","-4","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-26 23:00","2019","01","26","23:00","-2.6","","-5.0","","84","","0.0","","13","","4","","","","102.38","","","","-4","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-27 00:00","2019","01","27","00:00","-2.4","","-4.4","","86","","0.0","","13","","4","","","","102.38","","","","-4","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-27 01:00","2019","01","27","01:00","-2.7","","-4.4","","88","","0.0","","4","","2","","","","102.38","","","","-3","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-27 02:00","2019","01","27","02:00","-2.5","","-4.2","","88","","0.0","","6","","2","","","","102.41","","","","-3","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-27 03:00","2019","01","27","03:00","-2.7","","-3.8","","92","","0.0","","35","","3","","","","102.41","","","","-4","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-27 04:00","2019","01","27","04:00","-3.6","","-4.7","","92","","0.0","","36","","5","","","","102.36","","","","-6","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-27 05:00","2019","01","27","05:00","-4.1","","-4.8","","95","","0.0","","1","","7","","","","102.38","","","","-7","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-27 06:00","2019","01","27","06:00","-4.2","","-5.2","","93","","0.0","","2","","5","","","","102.34","","","","-6","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-27 07:00","2019","01","27","07:00","-2.8","","-3.9","","92","","0.0","","10","","2","","","","102.42","","","","-4","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-27 08:00","2019","01","27","08:00","-0.3","","-2.8","","83","","0.0","","13","","6","","","","102.43","","","","-2","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-27 09:00","2019","01","27","09:00","0.1","","-2.0","","86","","0.0","","16","","13","","","","102.44","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-27 10:00","2019","01","27","10:00","1.6","","-1.9","","78","","0.0","","15","","11","","","","102.43","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-27 11:00","2019","01","27","11:00","1.7","","-2.0","","76","","0.0","","18","","14","","","","102.45","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-27 12:00","2019","01","27","12:00","1.5","","-2.7","","74","","0.0","","16","","22","","","","102.35","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-27 13:00","2019","01","27","13:00","1.6","","-2.9","","72","","0.0","","15","","21","","","","102.29","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-27 14:00","2019","01","27","14:00","1.9","","-3.6","","67","","0.0","","16","","17","","","","102.27","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-27 15:00","2019","01","27","15:00","1.8","","-3.0","","70","","0.0","","15","","27","","","","102.21","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-27 16:00","2019","01","27","16:00","2.0","","-2.0","","75","","0.0","","15","","25","","","","102.17","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-27 17:00","2019","01","27","17:00","1.1","","-0.8","","87","","0.0","","15","","18","","","","102.18","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-27 18:00","2019","01","27","18:00","0.8","","-1.0","","88","","0.0","","16","","10","","","","102.17","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-27 19:00","2019","01","27","19:00","0.2","","-1.0","","91","","0.0","","11","","8","","","","102.11","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-27 20:00","2019","01","27","20:00","0.4","","-0.8","","92","","0.0","","11","","12","","","","102.04","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-27 21:00","2019","01","27","21:00","0.6","","-0.8","","90","","0.0","","11","","11","","","","102.00","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-27 22:00","2019","01","27","22:00","0.8","","-1.2","","87","","0.0","","9","","12","","","","101.93","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-27 23:00","2019","01","27","23:00","0.9","","-1.4","","84","","0.0","","11","","15","","","","101.85","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-28 00:00","2019","01","28","00:00","1.1","","-1.2","","85","","0.0","","12","","16","","","","101.80","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-28 01:00","2019","01","28","01:00","1.1","","-1.0","","86","","0.0","","11","","10","","","","101.73","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-28 02:00","2019","01","28","02:00","0.8","","-0.8","","89","","0.0","","7","","8","","","","101.62","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-28 03:00","2019","01","28","03:00","0.8","","-0.5","","91","","0.0","","9","","15","","","","101.50","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-28 04:00","2019","01","28","04:00","0.8","","-0.2","","93","","0.0","","8","","10","","","","101.39","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-28 05:00","2019","01","28","05:00","0.2","","-0.3","","96","","0.7","","3","","7","","","","101.30","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-28 06:00","2019","01","28","06:00","0.3","","-0.1","","97","","1.4","","3","","7","","","","101.14","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-28 07:00","2019","01","28","07:00","0.7","","0.2","","96","","0.7","","7","","14","","","","100.94","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-28 08:00","2019","01","28","08:00","1.2","","0.7","","96","","0.0","","3","","8","","","","100.95","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-28 09:00","2019","01","28","09:00","1.0","","0.6","","97","","0.0","","4","","6","","","","100.91","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-28 10:00","2019","01","28","10:00","1.3","","1.0","","97","","0.0","","32","","3","","","","100.85","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-28 11:00","2019","01","28","11:00","1.7","","1.3","","98","","0.0","","23","","3","","","","100.89","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-28 12:00","2019","01","28","12:00","1.7","","1.3","","97","","0.0","","30","","6","","","","100.79","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-28 13:00","2019","01","28","13:00","2.0","","1.2","","95","","0.0","","22","","7","","","","100.77","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-28 14:00","2019","01","28","14:00","1.1","","0.6","","97","","0.0","","21","","14","","","","100.76","","","","","","NA"
