"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-12 19:00","2019","01","12","19:00","-10.5","","-14.4","","73","","0.0","","30","","14","","","","101.63","","","","-17","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-12 20:00","2019","01","12","20:00","-10.7","","-15.3","","69","","0.0","","29","","10","","","","101.70","","","","-16","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-12 21:00","2019","01","12","21:00","-11.1","","-16.2","","66","","0.0","","28","","12","","","","101.74","","","","-17","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-12 22:00","2019","01","12","22:00","-11.4","","-15.7","","70","","0.0","","26","","8","","","","101.78","","","","-16","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-12 23:00","2019","01","12","23:00","-10.7","","-14.6","","73","","0.0","","25","","15","","","","101.78","","","","-18","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-13 00:00","2019","01","13","00:00","-10.3","","-14.3","","73","","0.0","","25","","15","","","","101.76","","","","-17","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-13 01:00","2019","01","13","01:00","-10.3","","-13.8","","76","","0.0","","27","","11","","","","101.74","","","","-16","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-13 02:00","2019","01","13","02:00","-10.3","","-13.6","","77","","0.0","","28","","9","","","","101.79","","","","-15","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-13 03:00","2019","01","13","03:00","-10.2","","-13.6","","76","","0.0","","30","","14","","","","101.83","","","","-17","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-13 04:00","2019","01","13","04:00","-10.2","","-13.4","","78","","0.0","","26","","7","","","","101.82","","","","-14","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-13 05:00","2019","01","13","05:00","-10.1","","-13.4","","77","","0.0","","29","","13","","","","101.85","","","","-16","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-13 06:00","2019","01","13","06:00","-9.9","","-12.7","","80","","0.0","","24","","9","","","","101.86","","","","-15","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-13 07:00","2019","01","13","07:00","-9.4","","-12.2","","81","","0.0","","30","","8","","","","101.90","","","","-14","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-13 08:00","2019","01","13","08:00","-9.0","","-11.6","","81","","0.0","","28","","6","","","","101.93","","","","-12","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-13 09:00","2019","01","13","09:00","-8.7","","-11.8","","78","","0.0","","27","","8","","","","101.98","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-13 10:00","2019","01","13","10:00","-8.1","","-11.8","","75","","0.0","","25","","11","","","","102.04","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-13 11:00","2019","01","13","11:00","-7.8","","-11.8","","73","","0.0","","31","","10","","","","102.04","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-13 12:00","2019","01","13","12:00","-6.7","","-12.0","","66","","0.0","","26","","13","","","","101.96","","","","-12","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-13 13:00","2019","01","13","13:00","-6.9","","-12.6","","64","","0.0","","29","","9","","","","101.91","","","","-11","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-13 14:00","2019","01","13","14:00","-6.1","","-12.1","","62","","0.0","","32","","11","","","","101.92","","","","-11","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-13 15:00","2019","01","13","15:00","-6.7","","-12.4","","64","","0.0","","29","","10","","","","101.97","","","","-11","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-13 16:00","2019","01","13","16:00","-8.6","","-12.6","","72","","0.0","","24","","12","","","","102.03","","","","-14","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-13 17:00","2019","01","13","17:00","-10.0","","-13.7","","74","","0.0","","27","","9","","","","102.08","","","","-15","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-13 18:00","2019","01","13","18:00","-10.0","","-13.4","","76","","0.0","","26","","7","","","","102.14","","","","-14","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-13 19:00","2019","01","13","19:00","-9.6","","-12.7","","78","","0.0","","24","","4","","","","102.16","","","","-12","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-13 20:00","2019","01","13","20:00","-9.3","","-12.4","","78","","0.0","","24","","5","","","","102.17","","","","-12","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-13 21:00","2019","01","13","21:00","-8.7","","-11.8","","79","","0.0","","24","","9","","","","102.19","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-13 22:00","2019","01","13","22:00","-8.5","","-11.3","","80","","0.0","","24","","6","","","","102.19","","","","-12","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-13 23:00","2019","01","13","23:00","-8.6","","-11.5","","79","","0.0","","24","","6","","","","102.21","","","","-12","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-14 00:00","2019","01","14","00:00","-8.7","","-11.5","","81","","0.0","","23","","7","","","","102.18","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-14 01:00","2019","01","14","01:00","-8.7","","-11.2","","83","","0.0","","25","","5","","","","102.17","","","","-11","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-14 02:00","2019","01","14","02:00","-8.4","","-10.9","","82","","0.0","","30","","4","","","","102.16","","","","-11","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-14 03:00","2019","01","14","03:00","-8.2","","-10.9","","81","","0.0","","31","","9","","","","102.19","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-14 04:00","2019","01","14","04:00","-8.0","","-10.7","","81","","0.0","","27","","2","","","","102.19","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-14 05:00","2019","01","14","05:00","-8.4","","-11.1","","81","","0.0","","32","","12","","","","102.21","","","","-14","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-14 06:00","2019","01","14","06:00","-8.5","","-11.4","","79","","0.0","","28","","5","","","","102.19","","","","-11","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-14 07:00","2019","01","14","07:00","-8.8","","-11.6","","80","","0.0","","31","","6","","","","102.18","","","","-12","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-14 08:00","2019","01","14","08:00","-8.6","","-12.0","","76","","0.0","","31","","7","","","","102.19","","","","-12","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-14 09:00","2019","01","14","09:00","-7.2","","-10.9","","75","","0.0","","34","","5","","","","102.14","","","","-10","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-14 10:00","2019","01","14","10:00","-6.4","","-11.8","","65","","0.0","","33","","4","","","","102.24","","","","-8","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-14 11:00","2019","01","14","11:00","-5.0","","-9.8","","69","","0.0","","21","","9","","","","102.19","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-14 12:00","2019","01","14","12:00","-4.1","","-8.9","","69","","0.0","","19","","7","","","","102.02","","","","-7","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-14 13:00","2019","01","14","13:00","-4.4","","-9.6","","67","","0.0","","19","","9","","","","101.95","","","","-8","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-14 14:00","2019","01","14","14:00","-5.3","","-9.4","","73","","0.0","","21","","13","","","","101.94","","","","-10","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-14 15:00","2019","01","14","15:00","-6.1","","-10.4","","71","","0.0","","23","","8","","","","101.88","","","","-10","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-14 16:00","2019","01","14","16:00","-5.8","","-9.9","","73","","0.0","","18","","1","","","","101.81","","","","-6","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-14 17:00","2019","01","14","17:00","-6.1","","-9.7","","76","","0.0","","16","","6","","","","101.74","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-14 18:00","2019","01","14","18:00","-6.3","","-9.2","","80","","0.0","","15","","18","","","","101.77","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-14 19:00","2019","01","14","19:00","-6.8","","-10.1","","77","","0.0","","18","","1","","","","101.69","","","","-7","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-14 20:00","2019","01","14","20:00","-6.9","","-9.4","","82","","0.0","","10","","5","","","","101.57","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-14 21:00","2019","01","14","21:00","-7.3","","-9.7","","83","","0.0","","4","","3","","","","101.52","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-14 22:00","2019","01","14","22:00","-7.0","","-9.5","","83","","0.0","","2","","5","","","","101.46","","","","-10","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-14 23:00","2019","01","14","23:00","-6.5","","-9.1","","82","","0.0","","2","","6","","","","101.31","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-15 00:00","2019","01","15","00:00","-6.0","","-8.9","","80","","0.0","","2","","6","","","","101.15","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-15 01:00","2019","01","15","01:00","-5.7","","-8.7","","80","","0.0","","4","","9","","","","100.99","","","","-10","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-15 02:00","2019","01","15","02:00","-5.3","","-8.2","","80","","0.0","","3","","9","","","","100.88","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-15 03:00","2019","01","15","03:00","-4.7","","-7.5","","81","","0.0","","3","","9","","","","100.84","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-15 04:00","2019","01","15","04:00","-3.9","","-6.9","","79","","0.0","","2","","12","","","","100.62","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-15 05:00","2019","01","15","05:00","-3.6","","-6.5","","81","","0.0","","2","","11","","","","100.49","","","","-8","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-15 06:00","2019","01","15","06:00","-3.0","","-5.9","","80","","0.0","","2","","11","","","","100.35","","","","-7","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-15 07:00","2019","01","15","07:00","-2.6","","-5.3","","81","","0.0","","1","","9","","","","100.24","","","","-6","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-15 08:00","2019","01","15","08:00","-2.4","","-5.0","","82","","0.0","","1","","10","","","","100.19","","","","-6","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-15 09:00","2019","01","15","09:00","-1.8","","-4.6","","81","","0.0","","36","","11","","","","100.21","","","","-6","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-15 10:00","2019","01","15","10:00","-1.3","","-4.5","","79","","0.0","","35","","10","","","","100.20","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-15 11:00","2019","01","15","11:00","-0.8","","-4.6","","75","","0.0","","1","","12","","","","100.14","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-15 12:00","2019","01","15","12:00","-0.4","","-5.0","","71","","0.0","","36","","15","","","","100.08","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-15 13:00","2019","01","15","13:00","-0.3","","-5.2","","69","","0.0","","36","","13","","","","100.03","","","","-4","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-15 14:00","2019","01","15","14:00","-0.4","","-5.5","","69","","0.0","","34","","14","","","","100.05","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-15 15:00","2019","01","15","15:00","-1.3","","-6.4","","69","","0.0","","34","","18","","","","100.11","","","","-7","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-15 16:00","2019","01","15","16:00","-2.4","","-7.6","","67","","0.0","","33","","21","","","","100.24","","","","-8","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-15 17:00","2019","01","15","17:00","-3.8","","-8.5","","70","","0.0","","33","","20","","","","100.37","","","","-10","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-15 18:00","2019","01","15","18:00","-3.8","","-8.0","","72","","0.0","","33","","21","","","","100.46","","","","-10","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-15 19:00","2019","01","15","19:00","-3.2","","-7.0","","75","","0.0","","34","","11","","","","100.58","","","","-7","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-15 20:00","2019","01","15","20:00","-3.2","","-6.9","","75","","0.0","","32","","12","","","","100.67","","","","-8","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-15 21:00","2019","01","15","21:00","-3.4","","-7.9","","71","","0.0","","32","","18","","","","100.79","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-15 22:00","2019","01","15","22:00","-3.7","","-8.2","","71","","0.0","","32","","15","","","","100.86","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-15 23:00","2019","01","15","23:00","-3.8","","-8.1","","72","","0.0","","32","","14","","","","100.92","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-16 00:00","2019","01","16","00:00","-4.0","","-8.9","","69","","0.0","","31","","7","","","","100.99","","","","-7","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-16 01:00","2019","01","16","01:00","-4.7","","-8.6","","74","","0.0","","29","","6","","","","101.03","","","","-7","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-16 02:00","2019","01","16","02:00","-5.3","","-9.1","","75","","0.0","","27","","6","","","","101.12","","","","-8","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-16 03:00","2019","01","16","03:00","-5.8","","-9.1","","78","","0.0","","23","","7","","","","101.21","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-16 04:00","2019","01","16","04:00","-7.4","","-10.8","","77","","0.0","","27","","7","","","","101.23","","","","-11","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-16 05:00","2019","01","16","05:00","-8.0","","-10.6","","81","","0.0","","33","","5","","","","101.25","","","","-11","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-16 06:00","2019","01","16","06:00","-7.2","","-9.9","","81","","0.0","","28","","5","","","","101.28","","","","-10","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-16 07:00","2019","01","16","07:00","-8.1","","-10.2","","85","","0.0","","34","","5","","","","101.35","","","","-11","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-16 08:00","2019","01","16","08:00","-7.8","","-10.1","","83","","0.0","","30","","6","","","","101.37","","","","-11","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-16 09:00","2019","01","16","09:00","-6.8","","-9.2","","83","","0.0","","30","","6","","","","101.43","","","","-10","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-16 10:00","2019","01","16","10:00","-5.0","","-8.6","","75","","0.0","","26","","8","","","","101.49","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-16 11:00","2019","01","16","11:00","-3.9","","-8.4","","71","","0.0","","21","","20","","","","101.48","","","","-10","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-16 12:00","2019","01","16","12:00","-2.5","","-8.0","","66","","0.0","","20","","21","","","","101.40","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-16 13:00","2019","01","16","13:00","-2.4","","-8.6","","62","","0.0","","20","","21","","","","101.29","","","","-8","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-16 14:00","2019","01","16","14:00","-2.6","","-7.9","","67","","0.0","","20","","22","","","","101.22","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-16 15:00","2019","01","16","15:00","-2.6","","-7.7","","68","","0.0","","19","","22","","","","101.16","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-16 16:00","2019","01","16","16:00","-2.5","","-6.5","","74","","0.0","","19","","23","","","","101.13","","","","-9","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-16 17:00","2019","01","16","17:00","-2.2","","-5.5","","78","","0.0","","20","","19","","","","101.12","","","","-8","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-16 18:00","2019","01","16","18:00","-2.0","","-4.8","","81","","0.0","","19","","19","","","","101.07","","","","-8","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-16 19:00","2019","01","16","19:00","-1.6","","-3.9","","84","","0.0","","19","","19","","","","101.04","","","","-7","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-16 20:00","2019","01","16","20:00","-1.2","","-3.5","","85","","0.0","","21","","23","","","","101.01","","","","-7","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-16 21:00","2019","01","16","21:00","-1.3","","-4.1","","81","","0.0","","20","","15","","","","100.91","","","","-6","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-16 22:00","2019","01","16","22:00","-0.5","","-3.5","","80","","0.0","","20","","19","","","","100.85","","","","-6","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-16 23:00","2019","01","16","23:00","-0.2","","-2.9","","82","","0.0","","18","","27","","","","100.76","","","","-6","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-17 00:00","2019","01","17","00:00","0.1","","-1.6","","88","","0.0","","18","","31","","","","100.69","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-17 01:00","2019","01","17","01:00","0.8","","-0.8","","89","","0.0","","17","","39","","","","100.51","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-17 02:00","2019","01","17","02:00","0.9","","-0.3","","92","","0.0","","19","","29","","","","100.47","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-17 03:00","2019","01","17","03:00","0.9","","-0.4","","91","","0.0","","21","","25","","","","100.44","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-17 04:00","2019","01","17","04:00","0.2","","-3.2","","78","","0.2","","29","","15","","","","100.50","","","","","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-17 05:00","2019","01","17","05:00","-0.6","","-4.2","","76","","0.0","","27","","13","","","","100.55","","","","-5","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-17 06:00","2019","01","17","06:00","-1.1","","-5.1","","74","","0.0","","26","","14","","","","100.65","","","","-6","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-17 07:00","2019","01","17","07:00","-4.0","","-8.3","","72","","0.0","","31","","26","","","","100.80","","","","-11","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-17 08:00","2019","01","17","08:00","-5.8","","-11.0","","67","","0.0","","30","","22","","","","100.96","","","","-13","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-17 09:00","2019","01","17","09:00","-8.0","","-15.0","","57","","0.0","","29","","21","","","","101.13","","","","-16","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-17 10:00","2019","01","17","10:00","-8.5","","-15.2","","58","","0.0","","29","","20","","","","101.26","","","","-16","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-17 11:00","2019","01","17","11:00","-8.4","","-15.6","","56","","0.0","","27","","18","","","","101.34","","","","-15","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-17 12:00","2019","01","17","12:00","-8.8","","-16.3","","55","","0.0","","30","","24","","","","101.36","","","","-17","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-17 13:00","2019","01","17","13:00","-9.4","","-16.7","","55","","0.0","","29","","21","","","","101.38","","","","-17","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-17 14:00","2019","01","17","14:00","-9.5","","-17.7","","52","","0.0","","28","","18","","","","101.53","","","","-17","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-17 15:00","2019","01","17","15:00","-9.8","","-17.2","","55","","0.0","","30","","19","","","","101.64","","","","-17","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-17 16:00","2019","01","17","16:00","-11.1","","-18.0","","57","","0.0","","29","","16","","","","101.74","","","","-18","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-17 17:00","2019","01","17","17:00","-12.4","","-18.2","","62","","0.0","","29","","9","","","","101.87","","","","-18","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-17 18:00","2019","01","17","18:00","-12.4","","-17.5","","66","","0.0","","28","","10","","","","102.00","","","","-18","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-17 19:00","2019","01","17","19:00","-12.6","","-17.5","","66","","0.0","","31","","19","","","","102.09","","","","-21","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-17 20:00","2019","01","17","20:00","-12.7","","-17.8","","65","","0.0","","31","","24","","","","102.16","","","","-22","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-17 21:00","2019","01","17","21:00","-12.6","","-17.3","","68","","0.0","","30","","15","","","","102.21","","","","-20","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-17 22:00","2019","01","17","22:00","-12.6","","-17.3","","68","","0.0","","26","","9","","","","102.32","","","","-18","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-17 23:00","2019","01","17","23:00","-12.0","","-15.9","","73","","0.0","","22","","10","","","","102.37","","","","-18","","NA"
"-60.65","45.92","ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","8201780","2019-01-18 00:00","2019","01","18","00:00","-12.8","","-17.0","","71","","0.0","","24","","8","","","","102.40","","","","-18","","NA"
