"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-01 00:00","2018","04","01","00:00","-4.0","","-7.3","","78","","0.0","","28","","2","","","","101.58","","","","-5","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-01 01:00","2018","04","01","01:00","-4.4","","-7.2","","81","","0.0","","29","","5","","","","101.64","","","","-7","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-01 02:00","2018","04","01","02:00","-4.2","","-7.6","","77","","0.0","","27","","5","","","","101.73","","","","-6","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-01 03:00","2018","04","01","03:00","-5.2","","-7.0","","87","","0.0","","28","","5","","","","101.76","","","","-7","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-01 04:00","2018","04","01","04:00","-4.8","","-6.5","","88","","0.0","","27","","5","","","","101.76","","","","-7","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-01 05:00","2018","04","01","05:00","-4.3","","-6.0","","88","","0.0","","28","","4","","","","101.74","","","","-6","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-01 06:00","2018","04","01","06:00","-4.3","","-5.7","","90","","0.0","","27","","3","","","","101.76","","","","-6","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-01 07:00","2018","04","01","07:00","-1.8","","-3.6","","87","","0.0","","25","","5","","","","101.74","","","","-4","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-01 08:00","2018","04","01","08:00","2.2","","-2.4","","72","","0.0","","24","","7","","","","101.68","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-01 09:00","2018","04","01","09:00","4.1","","-2.7","","61","","0.0","","23","","11","","","","101.63","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-01 10:00","2018","04","01","10:00","4.0","","-0.6","","72","","0.0","","22","","15","","","","101.59","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-01 11:00","2018","04","01","11:00","4.2","","-0.5","","72","","0.1","","23","","19","","","","101.51","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-01 12:00","2018","04","01","12:00","4.2","","-0.4","","72","","0.0","","23","","18","","","","101.43","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-01 13:00","2018","04","01","13:00","5.0","","0.7","","74","","0.0","","22","","18","","","","101.31","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-01 14:00","2018","04","01","14:00","3.9","","0.2","","77","","0.0","","23","","13","","","","101.20","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-01 15:00","2018","04","01","15:00","3.7","","0.8","","82","","0.0","","23","","11","","","","101.04","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-01 16:00","2018","04","01","16:00","3.9","","1.3","","83","","0.0","","23","","17","","","","100.90","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-01 17:00","2018","04","01","17:00","3.9","","1.7","","85","","0.0","","22","","16","","","","100.78","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-01 18:00","2018","04","01","18:00","3.8","","2.3","","90","","0.1","","25","","12","","","","100.68","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-01 19:00","2018","04","01","19:00","4.2","","2.5","","89","","0.3","","24","","15","","","","100.61","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-01 20:00","2018","04","01","20:00","3.7","","3.1","","95","","0.4","","24","","12","","","","100.53","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-01 21:00","2018","04","01","21:00","4.5","","4.0","","96","","0.0","","25","","18","","","","100.52","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-01 22:00","2018","04","01","22:00","4.7","","4.3","","97","","0.0","","25","","11","","","","100.49","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-01 23:00","2018","04","01","23:00","4.0","","3.6","","97","","0.0","","26","","7","","","","100.50","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-02 00:00","2018","04","02","00:00","3.1","","2.6","","97","","0.0","","26","","4","","","","100.52","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-02 01:00","2018","04","02","01:00","2.3","","1.9","","98","","0.0","","27","","3","","","","100.57","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-02 02:00","2018","04","02","02:00","2.9","","1.7","","91","","0.1","","29","","7","","","","100.65","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-02 03:00","2018","04","02","03:00","1.8","","-0.7","","84","","0.0","","32","","9","","","","100.75","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-02 04:00","2018","04","02","04:00","0.3","","-3.7","","75","","0.0","","32","","15","","","","100.83","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-02 05:00","2018","04","02","05:00","-0.8","","-5.1","","72","","0.0","","30","","10","","","","100.94","","","","-4","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-02 06:00","2018","04","02","06:00","-1.2","","-5.9","","71","","0.0","","27","","4","","","","101.09","","","","-3","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-02 07:00","2018","04","02","07:00","0.0","","-5.8","","65","","0.0","","30","","6","","","","101.15","","","","-2","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-02 08:00","2018","04","02","08:00","0.7","","-6.8","","57","","0.0","","31","","16","","","","101.22","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-02 09:00","2018","04","02","09:00","1.0","","-8.9","","48","","0.0","","30","","19","","","","101.30","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-02 10:00","2018","04","02","10:00","2.2","","-8.5","","45","","0.0","","27","","16","","","","101.37","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-02 11:00","2018","04","02","11:00","3.1","","-8.9","","41","","0.0","","32","","12","","","","101.37","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-02 12:00","2018","04","02","12:00","3.8","","-9.4","","38","","0.0","","30","","14","","","","101.36","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-02 13:00","2018","04","02","13:00","4.0","","-10.4","","34","","0.0","","32","","13","","","","101.35","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-02 14:00","2018","04","02","14:00","4.3","","-9.4","","36","","0.0","","32","","11","","","","101.36","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-02 15:00","2018","04","02","15:00","3.6","","-10.0","","36","","0.0","","31","","10","","","","101.38","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-02 16:00","2018","04","02","16:00","1.4","","-5.2","","61","","0.0","","11","","15","","","","101.42","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-02 17:00","2018","04","02","17:00","0.8","","-5.1","","64","","0.0","","11","","15","","","","101.44","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-02 18:00","2018","04","02","18:00","0.2","","-6.2","","62","","0.0","","9","","13","","","","101.49","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-02 19:00","2018","04","02","19:00","-1.0","","-5.8","","70","","0.0","","9","","11","","","","101.57","","","","-5","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-02 20:00","2018","04","02","20:00","-1.8","","-5.9","","74","","0.0","","5","","3","","","","101.67","","","","-3","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-02 21:00","2018","04","02","21:00","-1.8","","-5.7","","75","","0.0","","7","","3","","","","101.65","","","","-3","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-02 22:00","2018","04","02","22:00","-2.4","","-5.1","","82","","0.0","","0","","1","","","","101.64","","","","-3","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-02 23:00","2018","04","02","23:00","-3.5","","-5.5","","86","","0.0","","30","","4","","","","101.66","","","","-5","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-03 00:00","2018","04","03","00:00","-3.9","","-6.5","","82","","0.0","","30","","5","","","","101.67","","","","-6","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-03 01:00","2018","04","03","01:00","-5.5","","-6.9","","89","","0.0","","31","","5","","","","101.70","","","","-8","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-03 02:00","2018","04","03","02:00","-4.5","","-9.8","","67","","0.0","","34","","9","","","","101.75","","","","-8","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-03 03:00","2018","04","03","03:00","-5.0","","-9.8","","69","","0.0","","32","","6","","","","101.73","","","","-8","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-03 04:00","2018","04","03","04:00","-5.7","","-9.6","","74","","0.0","","29","","3","","","","101.80","","","","-7","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-03 05:00","2018","04","03","05:00","-5.7","","-9.5","","75","","0.0","","34","","7","","","","101.81","","","","-9","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-03 06:00","2018","04","03","06:00","-5.4","","-9.0","","76","","0.0","","33","","9","","","","101.90","","","","-9","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-03 07:00","2018","04","03","07:00","-3.4","","-8.2","","69","","0.0","","33","","7","","","","101.95","","","","-6","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-03 08:00","2018","04","03","08:00","-1.8","","-8.6","","60","","0.0","","34","","14","","","","102.05","","","","-6","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-03 09:00","2018","04","03","09:00","-0.4","","-9.6","","50","","0.0","","33","","15","","","","102.07","","","","-5","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-03 10:00","2018","04","03","10:00","0.9","","-10.0","","44","","0.0","","33","","15","","","","102.12","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-03 11:00","2018","04","03","11:00","2.8","","-10.4","","37","","0.0","","36","","14","","","","102.05","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-03 12:00","2018","04","03","12:00","3.7","","-12.4","","30","","0.0","","35","","15","","","","102.02","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-03 13:00","2018","04","03","13:00","2.4","","-4.9","","58","","0.0","","15","","21","","","","102.02","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-03 14:00","2018","04","03","14:00","1.1","","-6.3","","58","","0.1","","13","","20","","","","102.05","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-03 15:00","2018","04","03","15:00","0.9","","-6.1","","59","","0.0","","13","","18","","","","102.10","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-03 16:00","2018","04","03","16:00","0.5","","-6.7","","59","","0.0","","12","","19","","","","102.11","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-03 17:00","2018","04","03","17:00","0.1","","-6.6","","61","","0.0","","14","","15","","","","102.16","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-03 18:00","2018","04","03","18:00","-0.9","","-7.1","","63","","0.0","","13","","13","","","","102.18","","","","-5","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-03 19:00","2018","04","03","19:00","-0.9","","-5.1","","73","","0.0","","14","","13","","","","102.21","","","","-5","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-03 20:00","2018","04","03","20:00","-0.8","","-3.8","","80","","0.0","","18","","12","","","","102.24","","","","-5","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-03 21:00","2018","04","03","21:00","-2.2","","-4.4","","85","","0.0","","0","","1","","","","102.24","","","","-3","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-03 22:00","2018","04","03","22:00","-3.0","","-4.8","","88","","0.0","","22","","4","","","","102.21","","","","-5","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-03 23:00","2018","04","03","23:00","-2.6","","-3.7","","93","","0.0","","24","","4","","","","102.13","","","","-4","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-04 00:00","2018","04","04","00:00","0.4","","-2.3","","82","","0.0","","22","","9","","","","102.09","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-04 01:00","2018","04","04","01:00","0.8","","-1.9","","82","","0.0","","23","","10","","","","102.06","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-04 02:00","2018","04","04","02:00","0.6","","-1.5","","86","","0.0","","23","","8","","","","102.00","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-04 03:00","2018","04","04","03:00","0.9","","-1.5","","84","","0.0","","23","","10","","","","102.02","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-04 04:00","2018","04","04","04:00","1.0","","-1.4","","84","","0.0","","23","","11","","","","101.97","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-04 05:00","2018","04","04","05:00","1.2","","-2.5","","76","","0.0","","23","","10","","","","101.93","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-04 06:00","2018","04","04","06:00","1.0","","-1.7","","82","","0.0","","21","","9","","","","101.84","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-04 07:00","2018","04","04","07:00","1.3","","-1.7","","80","","0.0","","20","","13","","","","101.82","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-04 08:00","2018","04","04","08:00","1.4","","-1.3","","82","","0.0","","18","","17","","","","101.74","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-04 09:00","2018","04","04","09:00","1.7","","-0.4","","86","","0.0","","18","","19","","","","101.68","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-04 10:00","2018","04","04","10:00","0.5","","-0.1","","96","","0.0","","14","","22","","","","101.54","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-04 11:00","2018","04","04","11:00","0.0","","-0.3","","98","","0.7","","15","","28","","","","101.40","","","","-6","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-04 12:00","2018","04","04","12:00","0.0","","-0.3","","98","","1.2","","15","","33","","","","101.18","","","","-7","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-04 13:00","2018","04","04","13:00","-0.4","","-0.8","","97","","2.2","","14","","38","","","","101.08","","","","-8","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-04 14:00","2018","04","04","14:00","-0.2","","-0.6","","97","","2.9","","13","","28","","","","100.90","","","","-7","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-04 15:00","2018","04","04","15:00","0.0","","-0.3","","98","","3.4","","13","","18","","","","100.78","","","","-5","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-04 16:00","2018","04","04","16:00","0.4","","0.2","","98","","4.0","","12","","29","","","","100.52","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-04 17:00","2018","04","04","17:00","0.8","","0.6","","99","","4.7","","11","","18","","","","100.37","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-04 18:00","2018","04","04","18:00","1.3","","1.1","","99","","0.8","","13","","18","","","","100.10","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-04 19:00","2018","04","04","19:00","1.9","","1.8","","99","","0.3","","17","","8","","","","99.95","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-04 20:00","2018","04","04","20:00","4.1","","4.0","","99","","0.3","","22","","8","","","","99.82","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-04 21:00","2018","04","04","21:00","4.6","","4.5","","99","","0.1","","20","","9","","","","99.73","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-04 22:00","2018","04","04","22:00","4.9","","4.8","","99","","0.1","","22","","8","","","","99.67","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-04 23:00","2018","04","04","23:00","5.8","","5.7","","99","","0.1","","25","","10","","","","99.58","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-05 00:00","2018","04","05","00:00","6.3","","6.2","","99","","0.1","","25","","14","","","","99.44","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-05 01:00","2018","04","05","01:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-05 02:00","2018","04","05","02:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-05 03:00","2018","04","05","03:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-05 04:00","2018","04","05","04:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-05 05:00","2018","04","05","05:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-05 06:00","2018","04","05","06:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-05 07:00","2018","04","05","07:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-05 08:00","2018","04","05","08:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-05 09:00","2018","04","05","09:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-05 10:00","2018","04","05","10:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-05 11:00","2018","04","05","11:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-05 12:00","2018","04","05","12:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-05 13:00","2018","04","05","13:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-05 14:00","2018","04","05","14:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-05 15:00","2018","04","05","15:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-05 16:00","2018","04","05","16:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-05 17:00","2018","04","05","17:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-05 18:00","2018","04","05","18:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-05 19:00","2018","04","05","19:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-05 20:00","2018","04","05","20:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-05 21:00","2018","04","05","21:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-05 22:00","2018","04","05","22:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-05 23:00","2018","04","05","23:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-06 00:00","2018","04","06","00:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-06 01:00","2018","04","06","01:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-06 02:00","2018","04","06","02:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-06 03:00","2018","04","06","03:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-06 04:00","2018","04","06","04:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-06 05:00","2018","04","06","05:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-06 06:00","2018","04","06","06:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-06 07:00","2018","04","06","07:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-06 08:00","2018","04","06","08:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-06 09:00","2018","04","06","09:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-06 10:00","2018","04","06","10:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-06 11:00","2018","04","06","11:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-06 12:00","2018","04","06","12:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-06 13:00","2018","04","06","13:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-06 14:00","2018","04","06","14:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-06 15:00","2018","04","06","15:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-06 16:00","2018","04","06","16:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-06 17:00","2018","04","06","17:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-06 18:00","2018","04","06","18:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-06 19:00","2018","04","06","19:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-06 20:00","2018","04","06","20:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-06 21:00","2018","04","06","21:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-06 22:00","2018","04","06","22:00"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-06 23:00","2018","04","06","23:00","0.0","","-5.4","","67","","0.0","","23","","14","","","","101.44","","","","-4","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-07 00:00","2018","04","07","00:00","0.2","","-5.3","","67","","0.0","","23","","15","","","","101.36","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-07 01:00","2018","04","07","01:00","-0.5","","-4.3","","76","","0.0","","23","","12","","","","101.24","","","","-4","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-07 02:00","2018","04","07","02:00","-1.4","","-2.0","","96","","0.3","","21","","12","","","","101.07","","","","-5","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-07 03:00","2018","04","07","03:00","-1.0","","-1.4","","97","","1.2","","18","","18","","","","100.88","","","","-6","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-07 04:00","2018","04","07","04:00","-0.7","","-1.0","","98","","0.6","","16","","23","","","","100.71","","","","-7","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-07 05:00","2018","04","07","05:00","-0.4","","-0.6","","99","","1.2","","15","","18","","","","100.54","","","","-5","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-07 06:00","2018","04","07","06:00","0.1","","-0.1","","99","","1.4","","12","","2","","","","100.41","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-07 07:00","2018","04","07","07:00","0.4","","0.2","","99","","1.8","","25","","2","","","","100.32","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-07 08:00","2018","04","07","08:00","1.5","","1.4","","99","","2.0","","26","","6","","","","100.24","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-07 09:00","2018","04","07","09:00","2.1","","1.9","","99","","1.7","","25","","6","","","","100.15","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-07 10:00","2018","04","07","10:00","3.1","","2.8","","98","","0.8","","24","","6","","","","100.05","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-07 11:00","2018","04","07","11:00","3.9","","3.6","","98","","0.3","","25","","8","","","","99.97","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-07 12:00","2018","04","07","12:00","3.5","","3.1","","97","","0.6","","22","","7","","","","99.97","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-07 13:00","2018","04","07","13:00","4.0","","3.7","","98","","0.9","","24","","9","","","","99.95","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-07 14:00","2018","04","07","14:00","4.1","","3.7","","97","","0.5","","25","","9","","","","99.92","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-07 15:00","2018","04","07","15:00","4.4","","3.8","","96","","0.3","","26","","7","","","","99.97","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-07 16:00","2018","04","07","16:00","3.6","","2.8","","95","","0.7","","30","","8","","","","100.08","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-07 17:00","2018","04","07","17:00","2.6","","1.8","","95","","0.3","","27","","5","","","","100.15","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-07 18:00","2018","04","07","18:00","2.3","","1.5","","95","","0.0","","26","","6","","","","100.22","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-07 19:00","2018","04","07","19:00","1.4","","0.8","","96","","0.0","","27","","2","","","","100.30","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-07 20:00","2018","04","07","20:00","-0.1","","-0.6","","97","","0.0","","30","","2","","","","100.41","","","","-1","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-07 21:00","2018","04","07","21:00","-0.3","","-0.5","","98","","0.0","","28","","3","","","","100.51","","","","-1","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-07 22:00","2018","04","07","22:00","0.4","","0.2","","99","","0.0","","30","","6","","","","100.57","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-07 23:00","2018","04","07","23:00","0.1","","-0.2","","98","","0.0","","30","","6","","","","100.60","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-08 00:00","2018","04","08","00:00","-0.2","","-0.5","","97","","0.0","","32","","4","","","","100.67","","","","-1","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-08 01:00","2018","04","08","01:00","-1.0","","-1.4","","98","","0.0","","30","","3","","","","100.72","","","","-2","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-08 02:00","2018","04","08","02:00","-1.1","","-1.3","","98","","0.0","","30","","3","","","","100.77","","","","-2","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-08 03:00","2018","04","08","03:00","-1.2","","-1.5","","98","","0.0","","2","","2","","","","100.82","","","","-2","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-08 04:00","2018","04","08","04:00","-1.3","","-1.6","","98","","0.0","","6","","2","","","","100.87","","","","-2","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-08 05:00","2018","04","08","05:00","-1.2","","-1.7","","97","","0.0","","7","","4","","","","100.90","","","","-3","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-08 06:00","2018","04","08","06:00","-1.2","","-1.8","","95","","0.0","","7","","5","","","","100.96","","","","-3","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-08 07:00","2018","04","08","07:00","-0.7","","-1.5","","95","","0.0","","8","","5","","","","101.01","","","","-2","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-08 08:00","2018","04","08","08:00","-0.4","","-1.4","","93","","0.0","","9","","9","","","","100.96","","","","-4","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-08 09:00","2018","04","08","09:00","0.3","","-1.1","","91","","0.0","","10","","11","","","","100.96","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-08 10:00","2018","04","08","10:00","0.3","","-0.8","","92","","0.0","","11","","11","","","","100.98","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-08 11:00","2018","04","08","11:00","0.3","","-0.9","","92","","0.0","","10","","9","","","","100.92","","","","","","NA"
"-59.97","45.92","LOUISBOURG","8203163","2018-04-08 12:00","2018","04","08","12:00","0.0","","-0.8","","95","","0.0","","10","","11","","","","100.90","","","","-4","","NA"
