"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-01 00:00","2018","03","01","00:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-01 01:00","2018","03","01","01:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-01 02:00","2018","03","01","02:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-01 03:00","2018","03","01","03:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-01 04:00","2018","03","01","04:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-01 05:00","2018","03","01","05:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-01 06:00","2018","03","01","06:00","-8.6","","-11.1","","82","","","","22","","7","","24.1","","98.53","","","","-12","","Clear"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-01 07:00","2018","03","01","07:00","-9.8","","-12.1","","83","","","","23","","19","","24.1","","98.60","","","","-17","","Clear"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-01 08:00","2018","03","01","08:00","-10.0","","-12.4","","83","","","","23","","20","","19.3","","98.69","","","","-18","","Mainly Clear"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-01 09:00","2018","03","01","09:00","-8.3","","-11.8","","76","","","","22","","17","","19.3","","98.72","","","","-15","","Mainly Clear"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-01 10:00","2018","03","01","10:00","-5.9","","-10.4","","70","","","","22","","11","","19.3","","98.75","","","","-11","","Mainly Clear"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-01 11:00","2018","03","01","11:00","-3.1","","-8.0","","69","","","","24","","13","","24.1","","98.79","","","","-8","","Mainly Clear"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-01 12:00","2018","03","01","12:00","-0.9","","-6.9","","64","","","","23","","19","","24.1","","98.82","","","","-6","","Mainly Clear"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-01 13:00","2018","03","01","13:00","1.6","","-6.2","","56","","","","26","","15","","24.1","","98.81","","","","","","Mainly Clear"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-01 14:00","2018","03","01","14:00","2.9","","-6.0","","52","","","","25","","9","","24.1","","98.82","","","","","","Mainly Clear"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-01 15:00","2018","03","01","15:00","3.2","","-5.2","","54","","","","28","","15","","24.1","","98.85","","","","","","Clear"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-01 16:00","2018","03","01","16:00","3.7","","-7.8","","43","","","","25","","15","","24.1","","98.90","","","","","","Clear"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-01 17:00","2018","03","01","17:00","2.5","","-6.7","","51","","","","28","","13","","24.1","","98.94","","","","","","Clear"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-01 18:00","2018","03","01","18:00","0.6","","-6.1","","61","","","","32","","17","","24.1","","99.00","","","","","","Clear"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-01 19:00","2018","03","01","19:00","-2.5","","-6.8","","72","","","","34","","7","","24.1","","99.08","","","","-5","","Mainly Clear"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-01 20:00","2018","03","01","20:00","-3.9","","-7.3","","77","","","","34","","7","","24.1","","99.13","","","","-7","","Clear"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-01 21:00","2018","03","01","21:00","-4.8","","-8.1","","78","","","","32","","9","","24.1","","99.21","","","","-9","","Mainly Clear"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-01 22:00","2018","03","01","22:00","-6.5","","-8.6","","85","","","","30","","9","","24.1","","99.27","","","","-11","","Mainly Clear"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-01 23:00","2018","03","01","23:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-02 00:00","2018","03","02","00:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-02 01:00","2018","03","02","01:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-02 02:00","2018","03","02","02:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-02 03:00","2018","03","02","03:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-02 04:00","2018","03","02","04:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-02 05:00","2018","03","02","05:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-02 06:00","2018","03","02","06:00","-12.5","","-14.0","","89","","","","33","","6","","24.1","","99.55","","","","-16","","Mainly Clear"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-02 07:00","2018","03","02","07:00","-12.4","","-13.8","","89","","","","29","","7","","19.3","","99.59","","","","-17","","Mainly Clear"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-02 08:00","2018","03","02","08:00","-12.3","","-13.7","","89","","","","29","","7","","24.1","","99.65","","","","-17","","Mostly Cloudy"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-02 09:00","2018","03","02","09:00","-10.6","","-12.0","","89","","","","30","","7","","24.1","","99.71","","","","-15","","Mostly Cloudy"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-02 10:00","2018","03","02","10:00","-8.6","","-10.2","","88","","","","34","","6","","24.1","","99.75","","","","-12","","Mostly Cloudy"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-02 11:00","2018","03","02","11:00","-7.4","","-9.6","","84","","","","36","","9","","24.1","","99.74","","","","-12","","Mostly Cloudy"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-02 12:00","2018","03","02","12:00","-5.5","","-9.0","","76","","","","3","","11","","24.1","","99.74","","","","-10","","Mostly Cloudy"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-02 13:00","2018","03","02","13:00","-4.8","","-9.0","","72","","","","4","","11","","24.1","","99.69","","","","-9","","Mostly Cloudy"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-02 14:00","2018","03","02","14:00","-3.9","","-8.6","","70","","","","4","","9","","24.1","","99.63","","","","-8","","Mostly Cloudy"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-02 15:00","2018","03","02","15:00","-2.7","","-8.6","","64","","","","4","","11","","24.1","","99.61","","","","-7","","Mostly Cloudy"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-02 16:00","2018","03","02","16:00","-2.4","","-7.6","","67","","","","8","","9","","24.1","","99.65","","","","-6","","Mostly Cloudy"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-02 17:00","2018","03","02","17:00","-2.6","","-7.0","","72","","","","7","","11","","24.1","","99.64","","","","-7","","Mostly Cloudy"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-02 18:00","2018","03","02","18:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-02 19:00","2018","03","02","19:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-02 20:00","2018","03","02","20:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-02 21:00","2018","03","02","21:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-02 22:00","2018","03","02","22:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-02 23:00","2018","03","02","23:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-03 00:00","2018","03","03","00:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-03 01:00","2018","03","03","01:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-03 02:00","2018","03","03","02:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-03 03:00","2018","03","03","03:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-03 04:00","2018","03","03","04:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-03 05:00","2018","03","03","05:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-03 06:00","2018","03","03","06:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-03 07:00","2018","03","03","07:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-03 08:00","2018","03","03","08:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-03 09:00","2018","03","03","09:00"
"-98.27","49.90","PORTAGE SOUTHPORT A","5012320","2018-03-03 10:00","2018","03","03","10:00"
