-6.443422336398027639e+00,-6.449975144820363049e+00,-6.457097264835587325e+00,-6.464848966366829153e+00,-6.473298477009424623e+00,-6.482523524642502366e+00,-6.492613296166803494e+00,-6.503670941524762661e+00,-6.515816798563498047e+00,-6.529192581447421873e+00,-6.543966874107555398e+00,-6.560342417958626271e+00,-6.578565908000885365e+00,-6.598941360406236356e+00,-6.621848668107451097e+00,-6.647769860260223318e+00,-6.677327083988580547e+00,-6.711338917201901566e+00,-6.750906249881604815e+00,-6.797547589132915569e+00,-6.853420473124013590e+00,-6.921700441801379888e+00,-7.007265786909766092e+00,-6.986832356674505640e+00,-6.950393098150215110e+00,-6.925982267107623436e+00,-6.908579620209315486e+00,-6.895614652203733819e+00,-6.885634998277749830e+00,-6.877758811546987872e+00,-6.871420832822098035e+00,-6.866243472136866366e+00,-6.861966444473472038e+00,-6.858405916952308168e+00,-6.855429401884720164e+00,-6.852939453790876101e+00,-6.850862520054287863e+00,-6.849140987767524891e+00,-6.847727377816891448e+00,-6.846580127584957154e+00,-6.845660655709601805e+00,-6.844931515984035819e+00,-6.844355484589291549e+00,-6.843895424828629004e+00,-6.843514759779526280e+00,-6.843178368085997221e+00,-6.842853707822958320e+00,-6.842511972726093461e+00,-6.842129099198655418e+00,-6.841686475712957183e+00
-6.439307371797634794e+00,-6.445696299511757488e+00,-6.452644251364807459e+00,-6.460210085557417159e+00,-6.468460256315899493e+00,-6.477470263893802205e+00,-6.487326496462950232e+00,-6.498128584105268502e+00,-6.509992427332214504e+00,-6.523054123521241365e+00,-6.537475104173693374e+00,-6.553448929470083506e+00,-6.571210389286729736e+00,-6.591047873152430903e+00,-6.613320466166477729e+00,-6.638482027217628811e+00,-6.667115832985285095e+00,-6.699985643026882265e+00,-6.738113067815799440e+00,-6.782898548514395998e+00,-6.836317603064045123e+00,-6.901253242814871847e+00,-6.982089061193056168e+00,-6.979986855152748859e+00,-6.944152832382102680e+00,-6.920333540092982183e+00,-6.903448261754054904e+00,-6.890923485780496627e+00,-6.881316289632063210e+00,-6.873755675989803748e+00,-6.867686085038988253e+00,-6.862738202702061585e+00,-6.858658894689368068e+00,-6.855270707755956927e+00,-6.852447009560480140e+00,-6.850095781149973639e+00,-6.848148420187220253e+00,-6.846551636872230340e+00,-6.845261450344876764e+00,-6.844238786675112429e+00,-6.843446421268201796e+00,-6.842847103511390472e+00,-6.842402718377612381e+00,-6.842074322994165847e+00,-6.841822870935718726e+00,-6.841610414251128702e+00,-6.841401557241957754e+00,-6.841164930786259646e+00,-6.840874468206965986e+00,-6.840510300636633900e+00
-6.435210334180064606e+00,-6.441436739839709880e+00,-6.448212316311346726e+00,-6.455594600282235085e+00,-6.463648376049853539e+00,-6.472447036708134149e+00,-6.482074315005066367e+00,-6.492626495902053207e+00,-6.504215261156348404e+00,-6.516971371457477069e+00,-6.531049472612020956e+00,-6.546634432861691444e+00,-6.563949800911086818e+00,-6.583269255300373324e+00,-6.604932357367050422e+00,-6.629366629982729187e+00,-6.657119155761712648e+00,-6.688902879844568439e+00,-6.725666303772339205e+00,-6.768701655975173814e+00,-6.819818852563555467e+00,-6.881637179717345454e+00,-6.958099346336974911e+00,-6.972857701548883291e+00,-6.937704226992403633e+00,-6.914526448896550548e+00,-6.898192357318857937e+00,-6.886131235437209952e+00,-6.876912975352271751e+00,-6.869679390086873561e+00,-6.863885793643504485e+00,-6.859171908477371460e+00,-6.855292328558722836e+00,-6.852076518416786222e+00,-6.849404278724250617e+00,-6.847189657354131320e+00,-6.845369681040679666e+00,-6.843896043165194065e+00,-6.842728831508006593e+00,-6.841831876437652227e+00,-6.841169526275679758e+00,-6.840704725034966849e+00,-6.840398257359846745e+00,-6.840208988168335225e+00,-6.840094886874245717e+00,-6.840014596210303388e+00,-6.839929283767925305e+00,-6.839804502769537997e+00,-6.839611796343189276e+00,-6.839329819132748511e+00
-6.431130525284284083e+00,-6.437195600923399041e+00,-6.443800414200674176e+00,-6.451001268485049955e+00,-6.458861377971478746e+00,-6.467452143361329675e+00,-6.476854776989471318e+00,-6.487162381988839321e+00,-6.498482624677269115e+00,-6.510941189187110290e+00,-6.524686276411078012e+00,-6.539894518027900894e+00,-6.556778840485975479e+00,-6.575599065715817204e+00,-6.596676429365826877e+00,-6.620413827433489828e+00,-6.647324635541128401e+00,-6.678074689539512221e+00,-6.713545059149174321e+00,-6.754928757415591178e+00,-6.803884949715324204e+00,-6.862794946711786359e+00,-6.935207984514089929e+00,-6.965424598807536505e+00,-6.931035102153392913e+00,-6.908553155755837061e+00,-6.892806649898659543e+00,-6.881234324971631899e+00,-6.872422634053719115e+00,-6.865528314104090590e+00,-6.860018774107229156e+00,-6.855543533942950241e+00,-6.851865485861418748e+00,-6.848821563178079330e+00,-6.846298628232996286e+00,-6.844217529632340202e+00,-6.842521728590961416e+00,-6.841168701065596380e+00,-6.840123301857831351e+00,-6.839352777537348160e+00,-6.838823317972455129e+00,-6.838498066321941238e+00,-6.838336459804079226e+00,-6.838294710998558124e+00,-6.838327189669319850e+00,-6.838388430169800358e+00,-6.838435462184445868e+00,-6.838430141980157195e+00,-6.838341160144480568e+00,-6.838145441100572874e+00
-6.427067311083724199e+00,-6.432972083200173330e+00,-6.439407567249250341e+00,-6.446428919858615991e+00,-6.454097881633373390e+00,-6.462483970117224530e+00,-6.471666003965940384e+00,-6.481734056210582295e+00,-6.492791965573484703e+00,-6.504960579588173530e+00,-6.518381968987810637e+00,-6.533224950596030922e+00,-6.549692403349433256e+00,-6.568031087615011643e+00,-6.588545029230104433e+00,-6.611614088417568702e+00,-6.637720244485410426e+00,-6.667485654054463140e+00,-6.701729183235322296e+00,-6.741552857611329941e+00,-6.788478551049552223e+00,-6.844672672464719554e+00,-6.913332874210917467e+00,-6.957664702093048881e+00,-6.924131802797711011e+00,-6.902404842428974341e+00,-6.887285192294570813e+00,-6.876228702284395311e+00,-6.867842552707974946e+00,-6.861300681816741687e+00,-6.856083853860373445e+00,-6.851852129755608090e+00,-6.848377242987211844e+00,-6.845504146342457297e+00,-6.843127443665919074e+00,-6.841175628270110387e+00,-6.839599557697845000e+00,-6.838363464856609397e+00,-6.837437830670621608e+00,-6.836793949415717719e+00,-6.836400185052692535e+00,-6.836219890427242873e+00,-6.836210862389724419e+00,-6.836326112930713350e+00,-6.836515676958921262e+00,-6.836729142235997259e+00,-6.836918556169653272e+00,-6.837041330814929374e+00,-6.837062749540196549e+00,-6.836957711879401600e+00
-6.423020125717443740e+00,-6.428765456288127567e+00,-6.435032869332911964e+00,-6.441876460170061769e+00,-6.449356589369579673e+00,-6.457540995209495094e+00,-6.466506221123450082e+00,-6.476339450023637312e+00,-6.487140865104467302e+00,-6.499026696743745113e+00,-6.512133173993809976e+00,-6.526621686890356600e+00,-6.542685597997958347e+00,-6.560559343347618366e+00,-6.580530775797053700e+00,-6.602958198853787763e+00,-6.628294340922066041e+00,-6.657120855009464933e+00,-6.690199221786728323e+00,-6.728548013259181282e+00,-6.773564031519938133e+00,-6.827219506987397324e+00,-6.892397620942064762e+00,-6.949552175099453777e+00,-6.916978928057681664e+00,-6.896071505368674082e+00,-6.881621177871115158e+00,-6.871109699819888839e+00,-6.863169620121646552e+00,-6.856994532965732247e+00,-6.852079847331845386e+00,-6.848096867526135334e+00,-6.844826655848565089e+00,-6.842122713875891549e+00,-6.839888114793980733e+00,-6.838059970179428682e+00,-6.836597690599470312e+00,-6.835473461683101881e+00,-6.834664452106153476e+00,-6.834146783386083612e+00,-6.833891402589982178e+00,-6.833861887956296677e+00,-6.834014047098894373e+00,-6.834297038820389858e+00,-6.834655686923412965e+00,-6.835033628865316402e+00,-6.835376912170068486e+00,-6.835637599921477126e+00,-6.835776899036194010e+00,-6.835767340268500192e+00
-6.418988475596986376e+00,-6.424575062954303029e+00,-6.430675490013691764e+00,-6.437342875639431306e+00,-6.444636291389951310e+00,-6.452621795047582154e+00,-6.461373764987468959e+00,-6.470976621999755984e+00,-6.481527049629231207e+00,-6.493136859540313388e+00,-6.505936700885207813e+00,-6.520080891155498826e+00,-6.535753764375285435e+00,-6.553178112780893905e+00,-6.572626576594143621e+00,-6.594437274665398974e+00,-6.619035674127490054e+00,-6.646965863296864896e+00,-6.678936379162843551e+00,-6.715889245380708417e+00,-6.759107304455557852e+00,-6.810387260949894994e+00,-6.872330795678871951e+00,-6.941057664172048725e+00,-6.909559011258835426e+00,-6.889541709345652798e+00,-6.875806731145316597e+00,-6.865871855431930015e+00,-6.858400183582296528e+00,-6.852607615479405112e+00,-6.848005511448596039e+00,-6.844277048144904008e+00,-6.841213008374294802e+00,-6.838675917664708948e+00,-6.836578085438977936e+00,-6.834866367810271903e+00,-6.833510130103698010e+00,-6.832490989009192717e+00,-6.831794118811121308e+00,-6.831401430092917337e+00,-6.831286951257578011e+00,-6.831414503168748098e+00,-6.831737486261336478e+00,-6.832200430817851888e+00,-6.832741909008569259e+00,-6.833298409091278280e+00,-6.833808751798854608e+00,-6.834218551408590692e+00,-6.834484125128517107e+00,-6.834575230583681105e+00
-6.414971943702345136e+00,-6.420400323178550472e+00,-6.426334678592620975e+00,-6.432827237321543379e+00,-6.439935870920716177e+00,-6.447725050587520101e+00,-6.456267091477230657e+00,-6.465643767954472487e+00,-6.475948403072742998e+00,-6.487288566589151984e+00,-6.499789562244570718e+00,-6.513598955031167037e+00,-6.528892495017252884e+00,-6.545881955305744349e+00,-6.564825649387701745e+00,-6.586042780696908849e+00,-6.609933396952143880e+00,-6.637006739117776277e+00,-6.667922494673004685e+00,-6.703552471771580201e+00,-6.745075671619281898e+00,-6.794130095143925629e+00,-6.853065290339898752e+00,-6.925383432761190505e+00,-6.901852144191368943e+00,-6.882802293771526081e+00,-6.869832650948241692e+00,-6.860508684275579583e+00,-6.853529857528111613e+00,-6.848137245996267275e+00,-6.843859471966169394e+00,-6.840392097906317304e+00,-6.837535865475476982e+00,-6.835162694733512900e+00,-6.833194918721417821e+00,-6.831590444409715523e+00,-6.830330305332521945e+00,-6.829407391955364837e+00,-6.828816527658249314e+00,-6.828546596763751531e+00,-6.828575307492205759e+00,-6.828866733327470406e+00,-6.829371363068728940e+00,-6.830028180226968892e+00,-6.830768276709259901e+00,-6.831519565374353675e+00,-6.832212161104802561e+00,-6.832783886166646781e+00,-6.833185170788816265e+00,-6.833382518782999071e+00
-6.410970194089734342e+00,-6.416240738307690705e+00,-6.422009768155631626e+00,-6.428328705436872959e+00,-6.435254309325665112e+00,-6.442849553801934803e+00,-6.451184784266209782e+00,-6.460339231656234027e+00,-6.470402980308064933e+00,-6.481479512443808488e+00,-6.493688992824893091e+00,-6.507172519239339259e+00,-6.522097659005313908e+00,-6.538665735420469360e+00,-6.557121548345437922e+00,-6.577766555675521154e+00,-6.600977086487322509e+00,-6.627230042872902516e+00,-6.657140033816477676e+00,-6.691514460407023357e+00,-6.731437704122740229e+00,-6.778404259248836716e+00,-6.834537763171113056e+00,-6.902968564310794974e+00,-6.893835539880822871e+00,-6.875838026519013546e+00,-6.863688098753020661e+00,-6.855012390976975567e+00,-6.848553270306100060e+00,-6.843580113255325337e+00,-6.839640106754633742e+00,-6.836441543404579768e+00,-6.833795127939423786e+00,-6.831582363940937874e+00,-6.829736381338671336e+00,-6.828227656413218938e+00,-6.827051006389594612e+00,-6.826212913825705719e+00,-6.825719910600870577e+00,-6.825569309006694674e+00,-6.825743201560422690e+00,-6.826205899411633915e+00,-6.826904365254995000e+00,-6.827770953572234625e+00,-6.828727837400188072e+00,-6.829692668241841069e+00,-6.830585073764138038e+00,-6.831333434843013031e+00,-6.831881057834105597e+00,-6.832190612384644979e+00
-6.406982976646710348e+00,-6.412095895301532344e+00,-6.417700179580612563e+00,-6.423846533593467356e+00,-6.430590691136508497e+00,-6.437994214178310415e+00,-6.446125563386092772e+00,-6.455061516071763705e+00,-6.464889021420756166e+00,-6.475707605080467388e+00,-6.487632470268708929e+00,-6.500798497411318877e+00,-6.515365428626421540e+00,-6.531524651768777723e+00,-6.549508194694970697e+00,-6.569600843153503789e+00,-6.592156772839246059e+00,-6.617622857203141251e+00,-6.646572095050228057e+00,-6.679752804832509661e+00,-6.718163155433508393e+00,-6.763167880332128234e+00,-6.816688169980515966e+00,-6.881524793617550984e+00,-6.885483029290649704e+00,-6.868631201454527435e+00,-6.857360225399832032e+00,-6.849373510380945440e+00,-6.843463731973272068e+00,-6.838932003751954980e+00,-6.835345366078671603e+00,-6.832424951110293243e+00,-6.829991084260997880e+00,-6.827934742763130060e+00,-6.826200551301109698e+00,-6.824773323171706707e+00,-6.823664301820620892e+00,-6.822896509867764969e+00,-6.822490781225897472e+00,-6.822454631278557002e+00,-6.822775341420632245e+00,-6.823417387844453508e+00,-6.824323450611118780e+00,-6.825417988689177484e+00,-6.826612592291830595e+00,-6.827812677249754714e+00,-6.828925243094228215e+00,-6.829867191092212408e+00,-6.830573147887396779e+00,-6.831001233392625771e+00
