"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-104.18","49.82","YELLOW GRASS NORTH","4019041","2019-02-01 00:00","2019","02","01","00:00","-7.8","","-9.5","","88","","0.0","","13","","11","","","","93.75","","","","-13","","NA"
"-104.18","49.82","YELLOW GRASS NORTH","4019041","2019-02-01 01:00","2019","02","01","01:00","-7.0","","-8.4","","90","","0.2","","13","","15","","","","93.70","","","","-13","","NA"
"-104.18","49.82","YELLOW GRASS NORTH","4019041","2019-02-01 02:00","2019","02","01","02:00","-6.2","","-7.6","","90","","0.0","","14","","15","","","","93.60","","","","-12","","NA"
"-104.18","49.82","YELLOW GRASS NORTH","4019041","2019-02-01 03:00","2019","02","01","03:00","-6.2","","-7.7","","90","","0.0","","14","","15","","","","93.61","","","","-12","","NA"
"-104.18","49.82","YELLOW GRASS NORTH","4019041","2019-02-01 04:00","2019","02","01","04:00","-7.9","","-9.3","","90","","0.0","","14","","19","","","","93.56","","","","-15","","NA"
"-104.18","49.82","YELLOW GRASS NORTH","4019041","2019-02-01 05:00","2019","02","01","05:00","-10.3","","-11.6","","90","","0.0","","13","","11","","","","93.60","","","","-16","","NA"
"-104.18","49.82","YELLOW GRASS NORTH","4019041","2019-02-01 06:00","2019","02","01","06:00","-10.5","","-11.7","","91","","0.0","","12","","14","","","","93.57","","","","-17","","NA"
"-104.18","49.82","YELLOW GRASS NORTH","4019041","2019-02-01 07:00","2019","02","01","07:00","-9.2","","-10.7","","89","","0.0","","15","","15","","","","93.56","","","","-16","","NA"
"-104.18","49.82","YELLOW GRASS NORTH","4019041","2019-02-01 08:00","2019","02","01","08:00","-9.9","","-11.7","","87","","0.0","","13","","7","","","","93.59","","","","-14","","NA"
"-104.18","49.82","YELLOW GRASS NORTH","4019041","2019-02-01 09:00","2019","02","01","09:00","-11.6","","-13.3","","87","","0.0","","19","","6","","","","93.66","","","","-15","","NA"
"-104.18","49.82","YELLOW GRASS NORTH","4019041","2019-02-01 10:00","2019","02","01","10:00","-11.4","","-13.6","","83","","0.0","","34","","9","","","","93.71","","","","-17","","NA"
"-104.18","49.82","YELLOW GRASS NORTH","4019041","2019-02-01 11:00","2019","02","01","11:00","-9.2","","-12.2","","79","","0.0","","36","","7","","","","93.76","","","","-13","","NA"
"-104.18","49.82","YELLOW GRASS NORTH","4019041","2019-02-01 12:00","2019","02","01","12:00","-7.5","","-10.8","","77","","0.0","","1","","7","","","","93.82","","","","-11","","NA"
"-104.18","49.82","YELLOW GRASS NORTH","4019041","2019-02-01 13:00","2019","02","01","13:00","-8.2","","-10.6","","82","","0.0","","3","","13","","","","93.86","","","","-14","","NA"
"-104.18","49.82","YELLOW GRASS NORTH","4019041","2019-02-01 14:00","2019","02","01","14:00","-9.8","","-12.6","","80","","0.0","","2","","18","","","","93.92","","","","-17","","NA"
"-104.18","49.82","YELLOW GRASS NORTH","4019041","2019-02-01 15:00","2019","02","01","15:00","-10.8","","-13.4","","81","","0.0","","1","","20","","","","93.99","","","","-19","","NA"
"-104.18","49.82","YELLOW GRASS NORTH","4019041","2019-02-01 16:00","2019","02","01","16:00","-11.4","","-14.1","","81","","0.0","","1","","17","","","","94.05","","","","-19","","NA"
"-104.18","49.82","YELLOW GRASS NORTH","4019041","2019-02-01 17:00","2019","02","01","17:00","-12.1","","-14.6","","81","","0.0","","1","","17","","","","94.09","","","","-20","","NA"
"-104.18","49.82","YELLOW GRASS NORTH","4019041","2019-02-01 18:00","2019","02","01","18:00","-13.2","","-15.7","","82","","0.0","","2","","18","","","","94.16","","","","-21","","NA"
"-104.18","49.82","YELLOW GRASS NORTH","4019041","2019-02-01 19:00","2019","02","01","19:00","-14.2","","-16.6","","82","","0.0","","4","","15","","","","94.23","","","","-22","","NA"
"-104.18","49.82","YELLOW GRASS NORTH","4019041","2019-02-01 20:00","2019","02","01","20:00","-14.6","","-17.2","","80","","0.0","","4","","9","","","","94.30","","","","-20","","NA"
